crs_id,project_title,short_description,long_description,purpose_name,PAF determination,PAF confidence ML
2020000915,Disaster Resilience Improvement Program,DISASTER RESILIENCE IMPROVEMENT PROGRAM,"The proposed program will provide the government with rapid access to resources to initiate disaster response and early recovery efforts and/or to address the health and economic impacts of health-related emergencies with minimal delay. The program is aligned with the Philippine Development Plan (PDP), 2017 -2022 in supporting the integration of disaster resilience in various sectors of the economy and providing better access to healthcare, particularly in light of the vulnerabilities exposed by the coronavirus disease (COVID-19) pandemic.",Formal sector financial intermediaries,Yes,0.930486440658569
2020000915,Disaster Resilience Improvement Program,DISASTER RESILIENCE IMPROVEMENT PROGRAM,"The proposed program will provide the government with rapid access to resources to initiate disaster response and early recovery efforts and/or to address the health and economic impacts of health-related emergencies with minimal delay. The program is aligned with the Philippine Development Plan (PDP), 2017 -2022 in supporting the integration of disaster resilience in various sectors of the economy and providing better access to healthcare, particularly in light of the vulnerabilities exposed by the coronavirus disease (COVID-19) pandemic.",Decentralisation and support to subnational government,Yes,0.930486440658569
2020000915,Disaster Resilience Improvement Program,DISASTER RESILIENCE IMPROVEMENT PROGRAM,"The proposed program will provide the government with rapid access to resources to initiate disaster response and early recovery efforts and/or to address the health and economic impacts of health-related emergencies with minimal delay. The program is aligned with the Philippine Development Plan (PDP), 2017 -2022 in supporting the integration of disaster resilience in various sectors of the economy and providing better access to healthcare, particularly in light of the vulnerabilities exposed by the coronavirus disease (COVID-19) pandemic.",STD control including HIV/AIDS,Yes,0.930486440658569
2020000915,Disaster Resilience Improvement Program,DISASTER RESILIENCE IMPROVEMENT PROGRAM,"The proposed program will provide the government with rapid access to resources to initiate disaster response and early recovery efforts and/or to address the health and economic impacts of health-related emergencies with minimal delay. The program is aligned with the Philippine Development Plan (PDP), 2017 -2022 in supporting the integration of disaster resilience in various sectors of the economy and providing better access to healthcare, particularly in light of the vulnerabilities exposed by the coronavirus disease (COVID-19) pandemic.",Public sector policy and administrative management,Yes,0.930486440658569
20200093870002,Building Futures Literacy in Africa: design phase,BUILDING FUTURES LITERACY IN AFRICA: DESIGN PHASE,"In an increasingly complex world, it is important for communities to build the capacities to imagine and design their own futures. This project will support the design phase of an initiative that would strengthen and grow the use of the interdisciplinary futures literacy approach through the building of Futures Literacy Laboratories in low-income countries in southern and eastern Africa. It is anticipated that this would position futures literacy as a tool to enhance social economic development, social inclusion, and peace, and contribute to stronger theoretical foundations for foresight and anticipatory systems.",Research/scientific institutions,Yes,0.823010921478272
20200093870004,Building Futures Literacy in Africa: design phase,BUILDING FUTURES LITERACY IN AFRICA: DESIGN PHASE,"In an increasingly complex world, it is important for communities to build the capacities to imagine and design their own futures. This project will support the design phase of an initiative that would strengthen and grow the use of the interdisciplinary futures literacy approach through the building of Futures Literacy Laboratories in low-income countries in southern and eastern Africa. It is anticipated that this would position futures literacy as a tool to enhance social economic development, social inclusion, and peace, and contribute to stronger theoretical foundations for foresight and anticipatory systems.",Research/scientific institutions,Yes,0.823010921478272
2020003257,Technical assistance for emergency preparedness and early action for the anticipated severe winter (dzud) on the most vulnerable households in Mongoli,MATERIAL RELIEF ASSISTANCE AND SERVICES,"",Material relief assistance and services,Yes,0.779835164546967
2020900340011,"Building inclusive resilient communities and schools to face rapid-onset hazards in risk-prone areas in Mozambique affected by cyclone Idai, strengthe","BUILDING INCLUSIVE RESILIENT COMMUNITIES AND SCHOOLS TO FACE RAPID-ONSET HAZARDS IN RISK-PRONE AREAS IN MOZAMBIQUE AFFECTED BY CYCLONE IDAI, STRENGTHE","Building inclusive resilient communities and schools to face rapid-onset hazards in risk-prone areas in Mozambique affected by cyclone Idai, strengthening  linking early warning to early action .",Multi-hazard response preparedness,Yes,0.66895341873169
2020900340007,"Building inclusive resilient communities and schools to face rapid-onset hazards in risk-prone areas in Mozambique affected by cyclone Idai, strengthe","BUILDING INCLUSIVE RESILIENT COMMUNITIES AND SCHOOLS TO FACE RAPID-ONSET HAZARDS IN RISK-PRONE AREAS IN MOZAMBIQUE AFFECTED BY CYCLONE IDAI, STRENGTHE","Building inclusive resilient communities and schools to face rapid-onset hazards in risk-prone areas in Mozambique affected by cyclone Idai, strengthening  linking early warning to early action .",Multi-hazard response preparedness,Yes,0.66895341873169
2020004347,Greater Mekong Subregion Sustainable Agriculture and Food Security Program,GREATER MEKONG SUBREGION SUSTAINABLE AGRICULTURE AND FOOD SECURITY PROGRAM,"The TA is aligned with the following impact: GMS as a leading supplier of safe and climate-friendly agri-food products realized. The TA will have the following outcome: investments and capacities for climate-friendly, safe and sustainable agri-food value chains increased.Output 1: Climate-friendly, inclusive and gender-conscious agri-food value chains and agribusinesses strengthened. This output will build capacities to implement climate-smart agriculture, pilot innovative technologies and mobilize financing for agribusinesses. Sub-output 1 on promoting green, inclusive and gender-conscious agri-food value chains will (i) identify policies and measures for promoting clean energy and reducing water consumption, food losses and waste in selected agri-food value chains while effectively integrating gender concerns, (ii) strengthen capacities of smallholders and agribusinesses along the value chain, including women farmers and entrepreneurs, on low carbon green supply chain management, agribusiness skills, value addition, and climate-smart agriculture technologies and practices through private-public partnerships, and (iii) conduct pilots on green supply chain management (e.g., nitrogen use efficiency and green water management) in selected agri-food value chains.Sub-output 2 on financing climate-smart agribusinesses will (i) propose measures for improving financial preparedness of small and medium agribusinesses, with specific focus on job creation for women, (ii) build capacities on green financing options for agribusinesses, and (iii) support a competitive grant scheme to small and medium agribusinesses to scale up low-carbon good manufacturing practices. Agricultural digital finance service aimed at women farmers and entrepreneurs will also be piloted. Output 2: Harmonized crop and livestock safety and quality systems adopted. Key activities on food safety and quality standards, certification and traceability include support for (i) harmonizing GMS policies and standards related to food safety and quality assurance, certification (e.g., organic, good agricultural practices, good manufacturing practices, geographic indications), accreditation, surveillance, and laboratories, (ii) establishing a platform to facilitate information exchange, coordination and food risk communication strategies, and (iii) conducting pilots on using digital technologies (e.g., artificial intelligence, Internet of Things, blockchain technologies) for food traceability and quality assurance to promote domestic and regional trade and ensure compliance with international food safety systems. Another sub-output on cross-border animal health and value chains improvement will support (i) safety policies and legislation on livestock, livestock products, and feed control, (ii) capacity strengthening for animal health workers to improve service delivery, control transboundary animal diseases and anti-microbial resistance, and (iii) piloting of advanced digital technologies for li",Disaster Risk Reduction,Review,0.473503768444061
2020004347,Greater Mekong Subregion Sustainable Agriculture and Food Security Program,GREATER MEKONG SUBREGION SUSTAINABLE AGRICULTURE AND FOOD SECURITY PROGRAM,"The TA is aligned with the following impact: GMS as a leading supplier of safe and climate-friendly agri-food products realized. The TA will have the following outcome: investments and capacities for climate-friendly, safe and sustainable agri-food value chains increased.Output 1: Climate-friendly, inclusive and gender-conscious agri-food value chains and agribusinesses strengthened. This output will build capacities to implement climate-smart agriculture, pilot innovative technologies and mobilize financing for agribusinesses. Sub-output 1 on promoting green, inclusive and gender-conscious agri-food value chains will (i) identify policies and measures for promoting clean energy and reducing water consumption, food losses and waste in selected agri-food value chains while effectively integrating gender concerns, (ii) strengthen capacities of smallholders and agribusinesses along the value chain, including women farmers and entrepreneurs, on low carbon green supply chain management, agribusiness skills, value addition, and climate-smart agriculture technologies and practices through private-public partnerships, and (iii) conduct pilots on green supply chain management (e.g., nitrogen use efficiency and green water management) in selected agri-food value chains.Sub-output 2 on financing climate-smart agribusinesses will (i) propose measures for improving financial preparedness of small and medium agribusinesses, with specific focus on job creation for women, (ii) build capacities on green financing options for agribusinesses, and (iii) support a competitive grant scheme to small and medium agribusinesses to scale up low-carbon good manufacturing practices. Agricultural digital finance service aimed at women farmers and entrepreneurs will also be piloted. Output 2: Harmonized crop and livestock safety and quality systems adopted. Key activities on food safety and quality standards, certification and traceability include support for (i) harmonizing GMS policies and standards related to food safety and quality assurance, certification (e.g., organic, good agricultural practices, good manufacturing practices, geographic indications), accreditation, surveillance, and laboratories, (ii) establishing a platform to facilitate information exchange, coordination and food risk communication strategies, and (iii) conducting pilots on using digital technologies (e.g., artificial intelligence, Internet of Things, blockchain technologies) for food traceability and quality assurance to promote domestic and regional trade and ensure compliance with international food safety systems. Another sub-output on cross-border animal health and value chains improvement will support (i) safety policies and legislation on livestock, livestock products, and feed control, (ii) capacity strengthening for animal health workers to improve service delivery, control transboundary animal diseases and anti-microbial resistance, and (iii) piloting of advanced digital technologies for li",Water resources conservation (including data collection),Review,0.473503768444061
2020004347,Greater Mekong Subregion Sustainable Agriculture and Food Security Program,GREATER MEKONG SUBREGION SUSTAINABLE AGRICULTURE AND FOOD SECURITY PROGRAM,"The TA is aligned with the following impact: GMS as a leading supplier of safe and climate-friendly agri-food products realized. The TA will have the following outcome: investments and capacities for climate-friendly, safe and sustainable agri-food value chains increased.Output 1: Climate-friendly, inclusive and gender-conscious agri-food value chains and agribusinesses strengthened. This output will build capacities to implement climate-smart agriculture, pilot innovative technologies and mobilize financing for agribusinesses. Sub-output 1 on promoting green, inclusive and gender-conscious agri-food value chains will (i) identify policies and measures for promoting clean energy and reducing water consumption, food losses and waste in selected agri-food value chains while effectively integrating gender concerns, (ii) strengthen capacities of smallholders and agribusinesses along the value chain, including women farmers and entrepreneurs, on low carbon green supply chain management, agribusiness skills, value addition, and climate-smart agriculture technologies and practices through private-public partnerships, and (iii) conduct pilots on green supply chain management (e.g., nitrogen use efficiency and green water management) in selected agri-food value chains.Sub-output 2 on financing climate-smart agribusinesses will (i) propose measures for improving financial preparedness of small and medium agribusinesses, with specific focus on job creation for women, (ii) build capacities on green financing options for agribusinesses, and (iii) support a competitive grant scheme to small and medium agribusinesses to scale up low-carbon good manufacturing practices. Agricultural digital finance service aimed at women farmers and entrepreneurs will also be piloted. Output 2: Harmonized crop and livestock safety and quality systems adopted. Key activities on food safety and quality standards, certification and traceability include support for (i) harmonizing GMS policies and standards related to food safety and quality assurance, certification (e.g., organic, good agricultural practices, good manufacturing practices, geographic indications), accreditation, surveillance, and laboratories, (ii) establishing a platform to facilitate information exchange, coordination and food risk communication strategies, and (iii) conducting pilots on using digital technologies (e.g., artificial intelligence, Internet of Things, blockchain technologies) for food traceability and quality assurance to promote domestic and regional trade and ensure compliance with international food safety systems. Another sub-output on cross-border animal health and value chains improvement will support (i) safety policies and legislation on livestock, livestock products, and feed control, (ii) capacity strengthening for animal health workers to improve service delivery, control transboundary animal diseases and anti-microbial resistance, and (iii) piloting of advanced digital technologies for li",Agricultural policy and administrative management,Review,0.473503768444061
2020004347,Greater Mekong Subregion Sustainable Agriculture and Food Security Program,GREATER MEKONG SUBREGION SUSTAINABLE AGRICULTURE AND FOOD SECURITY PROGRAM,"The TA is aligned with the following impact: GMS as a leading supplier of safe and climate-friendly agri-food products realized. The TA will have the following outcome: investments and capacities for climate-friendly, safe and sustainable agri-food value chains increased.Output 1: Climate-friendly, inclusive and gender-conscious agri-food value chains and agribusinesses strengthened. This output will build capacities to implement climate-smart agriculture, pilot innovative technologies and mobilize financing for agribusinesses. Sub-output 1 on promoting green, inclusive and gender-conscious agri-food value chains will (i) identify policies and measures for promoting clean energy and reducing water consumption, food losses and waste in selected agri-food value chains while effectively integrating gender concerns, (ii) strengthen capacities of smallholders and agribusinesses along the value chain, including women farmers and entrepreneurs, on low carbon green supply chain management, agribusiness skills, value addition, and climate-smart agriculture technologies and practices through private-public partnerships, and (iii) conduct pilots on green supply chain management (e.g., nitrogen use efficiency and green water management) in selected agri-food value chains.Sub-output 2 on financing climate-smart agribusinesses will (i) propose measures for improving financial preparedness of small and medium agribusinesses, with specific focus on job creation for women, (ii) build capacities on green financing options for agribusinesses, and (iii) support a competitive grant scheme to small and medium agribusinesses to scale up low-carbon good manufacturing practices. Agricultural digital finance service aimed at women farmers and entrepreneurs will also be piloted. Output 2: Harmonized crop and livestock safety and quality systems adopted. Key activities on food safety and quality standards, certification and traceability include support for (i) harmonizing GMS policies and standards related to food safety and quality assurance, certification (e.g., organic, good agricultural practices, good manufacturing practices, geographic indications), accreditation, surveillance, and laboratories, (ii) establishing a platform to facilitate information exchange, coordination and food risk communication strategies, and (iii) conducting pilots on using digital technologies (e.g., artificial intelligence, Internet of Things, blockchain technologies) for food traceability and quality assurance to promote domestic and regional trade and ensure compliance with international food safety systems. Another sub-output on cross-border animal health and value chains improvement will support (i) safety policies and legislation on livestock, livestock products, and feed control, (ii) capacity strengthening for animal health workers to improve service delivery, control transboundary animal diseases and anti-microbial resistance, and (iii) piloting of advanced digital technologies for li",Agricultural land resources,Review,0.473503768444061
2020004346,Greater Mekong Subregion Sustainable Agriculture and Food Security Program,GREATER MEKONG SUBREGION SUSTAINABLE AGRICULTURE AND FOOD SECURITY PROGRAM,"The TA is aligned with the following impact: GMS as a leading supplier of safe and climate-friendly agri-food products realized. The TA will have the following outcome: investments and capacities for climate-friendly, safe and sustainable agri-food value chains increased.Output 1: Climate-friendly, inclusive and gender-conscious agri-food value chains and agribusinesses strengthened. This output will build capacities to implement climate-smart agriculture, pilot innovative technologies and mobilize financing for agribusinesses. Sub-output 1 on promoting green, inclusive and gender-conscious agri-food value chains will (i) identify policies and measures for promoting clean energy and reducing water consumption, food losses and waste in selected agri-food value chains while effectively integrating gender concerns, (ii) strengthen capacities of smallholders and agribusinesses along the value chain, including women farmers and entrepreneurs, on low carbon green supply chain management, agribusiness skills, value addition, and climate-smart agriculture technologies and practices through private-public partnerships, and (iii) conduct pilots on green supply chain management (e.g., nitrogen use efficiency and green water management) in selected agri-food value chains.Sub-output 2 on financing climate-smart agribusinesses will (i) propose measures for improving financial preparedness of small and medium agribusinesses, with specific focus on job creation for women, (ii) build capacities on green financing options for agribusinesses, and (iii) support a competitive grant scheme to small and medium agribusinesses to scale up low-carbon good manufacturing practices. Agricultural digital finance service aimed at women farmers and entrepreneurs will also be piloted. Output 2: Harmonized crop and livestock safety and quality systems adopted. Key activities on food safety and quality standards, certification and traceability include support for (i) harmonizing GMS policies and standards related to food safety and quality assurance, certification (e.g., organic, good agricultural practices, good manufacturing practices, geographic indications), accreditation, surveillance, and laboratories, (ii) establishing a platform to facilitate information exchange, coordination and food risk communication strategies, and (iii) conducting pilots on using digital technologies (e.g., artificial intelligence, Internet of Things, blockchain technologies) for food traceability and quality assurance to promote domestic and regional trade and ensure compliance with international food safety systems. Another sub-output on cross-border animal health and value chains improvement will support (i) safety policies and legislation on livestock, livestock products, and feed control, (ii) capacity strengthening for animal health workers to improve service delivery, control transboundary animal diseases and anti-microbial resistance, and (iii) piloting of advanced digital technologies for li",Disaster Risk Reduction,Review,0.473503768444061
2020004346,Greater Mekong Subregion Sustainable Agriculture and Food Security Program,GREATER MEKONG SUBREGION SUSTAINABLE AGRICULTURE AND FOOD SECURITY PROGRAM,"The TA is aligned with the following impact: GMS as a leading supplier of safe and climate-friendly agri-food products realized. The TA will have the following outcome: investments and capacities for climate-friendly, safe and sustainable agri-food value chains increased.Output 1: Climate-friendly, inclusive and gender-conscious agri-food value chains and agribusinesses strengthened. This output will build capacities to implement climate-smart agriculture, pilot innovative technologies and mobilize financing for agribusinesses. Sub-output 1 on promoting green, inclusive and gender-conscious agri-food value chains will (i) identify policies and measures for promoting clean energy and reducing water consumption, food losses and waste in selected agri-food value chains while effectively integrating gender concerns, (ii) strengthen capacities of smallholders and agribusinesses along the value chain, including women farmers and entrepreneurs, on low carbon green supply chain management, agribusiness skills, value addition, and climate-smart agriculture technologies and practices through private-public partnerships, and (iii) conduct pilots on green supply chain management (e.g., nitrogen use efficiency and green water management) in selected agri-food value chains.Sub-output 2 on financing climate-smart agribusinesses will (i) propose measures for improving financial preparedness of small and medium agribusinesses, with specific focus on job creation for women, (ii) build capacities on green financing options for agribusinesses, and (iii) support a competitive grant scheme to small and medium agribusinesses to scale up low-carbon good manufacturing practices. Agricultural digital finance service aimed at women farmers and entrepreneurs will also be piloted. Output 2: Harmonized crop and livestock safety and quality systems adopted. Key activities on food safety and quality standards, certification and traceability include support for (i) harmonizing GMS policies and standards related to food safety and quality assurance, certification (e.g., organic, good agricultural practices, good manufacturing practices, geographic indications), accreditation, surveillance, and laboratories, (ii) establishing a platform to facilitate information exchange, coordination and food risk communication strategies, and (iii) conducting pilots on using digital technologies (e.g., artificial intelligence, Internet of Things, blockchain technologies) for food traceability and quality assurance to promote domestic and regional trade and ensure compliance with international food safety systems. Another sub-output on cross-border animal health and value chains improvement will support (i) safety policies and legislation on livestock, livestock products, and feed control, (ii) capacity strengthening for animal health workers to improve service delivery, control transboundary animal diseases and anti-microbial resistance, and (iii) piloting of advanced digital technologies for li",Water resources conservation (including data collection),Review,0.473503768444061
2020004346,Greater Mekong Subregion Sustainable Agriculture and Food Security Program,GREATER MEKONG SUBREGION SUSTAINABLE AGRICULTURE AND FOOD SECURITY PROGRAM,"The TA is aligned with the following impact: GMS as a leading supplier of safe and climate-friendly agri-food products realized. The TA will have the following outcome: investments and capacities for climate-friendly, safe and sustainable agri-food value chains increased.Output 1: Climate-friendly, inclusive and gender-conscious agri-food value chains and agribusinesses strengthened. This output will build capacities to implement climate-smart agriculture, pilot innovative technologies and mobilize financing for agribusinesses. Sub-output 1 on promoting green, inclusive and gender-conscious agri-food value chains will (i) identify policies and measures for promoting clean energy and reducing water consumption, food losses and waste in selected agri-food value chains while effectively integrating gender concerns, (ii) strengthen capacities of smallholders and agribusinesses along the value chain, including women farmers and entrepreneurs, on low carbon green supply chain management, agribusiness skills, value addition, and climate-smart agriculture technologies and practices through private-public partnerships, and (iii) conduct pilots on green supply chain management (e.g., nitrogen use efficiency and green water management) in selected agri-food value chains.Sub-output 2 on financing climate-smart agribusinesses will (i) propose measures for improving financial preparedness of small and medium agribusinesses, with specific focus on job creation for women, (ii) build capacities on green financing options for agribusinesses, and (iii) support a competitive grant scheme to small and medium agribusinesses to scale up low-carbon good manufacturing practices. Agricultural digital finance service aimed at women farmers and entrepreneurs will also be piloted. Output 2: Harmonized crop and livestock safety and quality systems adopted. Key activities on food safety and quality standards, certification and traceability include support for (i) harmonizing GMS policies and standards related to food safety and quality assurance, certification (e.g., organic, good agricultural practices, good manufacturing practices, geographic indications), accreditation, surveillance, and laboratories, (ii) establishing a platform to facilitate information exchange, coordination and food risk communication strategies, and (iii) conducting pilots on using digital technologies (e.g., artificial intelligence, Internet of Things, blockchain technologies) for food traceability and quality assurance to promote domestic and regional trade and ensure compliance with international food safety systems. Another sub-output on cross-border animal health and value chains improvement will support (i) safety policies and legislation on livestock, livestock products, and feed control, (ii) capacity strengthening for animal health workers to improve service delivery, control transboundary animal diseases and anti-microbial resistance, and (iii) piloting of advanced digital technologies for li",Agricultural policy and administrative management,Review,0.473503768444061
2020004346,Greater Mekong Subregion Sustainable Agriculture and Food Security Program,GREATER MEKONG SUBREGION SUSTAINABLE AGRICULTURE AND FOOD SECURITY PROGRAM,"The TA is aligned with the following impact: GMS as a leading supplier of safe and climate-friendly agri-food products realized. The TA will have the following outcome: investments and capacities for climate-friendly, safe and sustainable agri-food value chains increased.Output 1: Climate-friendly, inclusive and gender-conscious agri-food value chains and agribusinesses strengthened. This output will build capacities to implement climate-smart agriculture, pilot innovative technologies and mobilize financing for agribusinesses. Sub-output 1 on promoting green, inclusive and gender-conscious agri-food value chains will (i) identify policies and measures for promoting clean energy and reducing water consumption, food losses and waste in selected agri-food value chains while effectively integrating gender concerns, (ii) strengthen capacities of smallholders and agribusinesses along the value chain, including women farmers and entrepreneurs, on low carbon green supply chain management, agribusiness skills, value addition, and climate-smart agriculture technologies and practices through private-public partnerships, and (iii) conduct pilots on green supply chain management (e.g., nitrogen use efficiency and green water management) in selected agri-food value chains.Sub-output 2 on financing climate-smart agribusinesses will (i) propose measures for improving financial preparedness of small and medium agribusinesses, with specific focus on job creation for women, (ii) build capacities on green financing options for agribusinesses, and (iii) support a competitive grant scheme to small and medium agribusinesses to scale up low-carbon good manufacturing practices. Agricultural digital finance service aimed at women farmers and entrepreneurs will also be piloted. Output 2: Harmonized crop and livestock safety and quality systems adopted. Key activities on food safety and quality standards, certification and traceability include support for (i) harmonizing GMS policies and standards related to food safety and quality assurance, certification (e.g., organic, good agricultural practices, good manufacturing practices, geographic indications), accreditation, surveillance, and laboratories, (ii) establishing a platform to facilitate information exchange, coordination and food risk communication strategies, and (iii) conducting pilots on using digital technologies (e.g., artificial intelligence, Internet of Things, blockchain technologies) for food traceability and quality assurance to promote domestic and regional trade and ensure compliance with international food safety systems. Another sub-output on cross-border animal health and value chains improvement will support (i) safety policies and legislation on livestock, livestock products, and feed control, (ii) capacity strengthening for animal health workers to improve service delivery, control transboundary animal diseases and anti-microbial resistance, and (iii) piloting of advanced digital technologies for li",Agricultural land resources,Review,0.473503768444061
2020004347,Greater Mekong Subregion Sustainable Agriculture and Food Security Program,GREATER MEKONG SUBREGION SUSTAINABLE AGRICULTURE AND FOOD SECURITY PROGRAM,"The TA is aligned with the following impact: GMS as a leading supplier of safe and climate-friendly agri-food products realized. The TA will have the following outcome: investments and capacities for climate-friendly, safe and sustainable agri-food value chains increased.Output 1: Climate-friendly, inclusive and gender-conscious agri-food value chains and agribusinesses strengthened. This output will build capacities to implement climate-smart agriculture, pilot innovative technologies and mobilize financing for agribusinesses. Sub-output 1 on promoting green, inclusive and gender-conscious agri-food value chains will (i) identify policies and measures for promoting clean energy and reducing water consumption, food losses and waste in selected agri-food value chains while effectively integrating gender concerns, (ii) strengthen capacities of smallholders and agribusinesses along the value chain, including women farmers and entrepreneurs, on low carbon green supply chain management, agribusiness skills, value addition, and climate-smart agriculture technologies and practices through private-public partnerships, and (iii) conduct pilots on green supply chain management (e.g., nitrogen use efficiency and green water management) in selected agri-food value chains.Sub-output 2 on financing climate-smart agribusinesses will (i) propose measures for improving financial preparedness of small and medium agribusinesses, with specific focus on job creation for women, (ii) build capacities on green financing options for agribusinesses, and (iii) support a competitive grant scheme to small and medium agribusinesses to scale up low-carbon good manufacturing practices. Agricultural digital finance service aimed at women farmers and entrepreneurs will also be piloted. Output 2: Harmonized crop and livestock safety and quality systems adopted. Key activities on food safety and quality standards, certification and traceability include support for (i) harmonizing GMS policies and standards related to food safety and quality assurance, certification (e.g., organic, good agricultural practices, good manufacturing practices, geographic indications), accreditation, surveillance, and laboratories, (ii) establishing a platform to facilitate information exchange, coordination and food risk communication strategies, and (iii) conducting pilots on using digital technologies (e.g., artificial intelligence, Internet of Things, blockchain technologies) for food traceability and quality assurance to promote domestic and regional trade and ensure compliance with international food safety systems. Another sub-output on cross-border animal health and value chains improvement will support (i) safety policies and legislation on livestock, livestock products, and feed control, (ii) capacity strengthening for animal health workers to improve service delivery, control transboundary animal diseases and anti-microbial resistance, and (iii) piloting of advanced digital technologies for li",Agro-industries,Review,0.473503768444061
2020004346,Greater Mekong Subregion Sustainable Agriculture and Food Security Program,GREATER MEKONG SUBREGION SUSTAINABLE AGRICULTURE AND FOOD SECURITY PROGRAM,"The TA is aligned with the following impact: GMS as a leading supplier of safe and climate-friendly agri-food products realized. The TA will have the following outcome: investments and capacities for climate-friendly, safe and sustainable agri-food value chains increased.Output 1: Climate-friendly, inclusive and gender-conscious agri-food value chains and agribusinesses strengthened. This output will build capacities to implement climate-smart agriculture, pilot innovative technologies and mobilize financing for agribusinesses. Sub-output 1 on promoting green, inclusive and gender-conscious agri-food value chains will (i) identify policies and measures for promoting clean energy and reducing water consumption, food losses and waste in selected agri-food value chains while effectively integrating gender concerns, (ii) strengthen capacities of smallholders and agribusinesses along the value chain, including women farmers and entrepreneurs, on low carbon green supply chain management, agribusiness skills, value addition, and climate-smart agriculture technologies and practices through private-public partnerships, and (iii) conduct pilots on green supply chain management (e.g., nitrogen use efficiency and green water management) in selected agri-food value chains.Sub-output 2 on financing climate-smart agribusinesses will (i) propose measures for improving financial preparedness of small and medium agribusinesses, with specific focus on job creation for women, (ii) build capacities on green financing options for agribusinesses, and (iii) support a competitive grant scheme to small and medium agribusinesses to scale up low-carbon good manufacturing practices. Agricultural digital finance service aimed at women farmers and entrepreneurs will also be piloted. Output 2: Harmonized crop and livestock safety and quality systems adopted. Key activities on food safety and quality standards, certification and traceability include support for (i) harmonizing GMS policies and standards related to food safety and quality assurance, certification (e.g., organic, good agricultural practices, good manufacturing practices, geographic indications), accreditation, surveillance, and laboratories, (ii) establishing a platform to facilitate information exchange, coordination and food risk communication strategies, and (iii) conducting pilots on using digital technologies (e.g., artificial intelligence, Internet of Things, blockchain technologies) for food traceability and quality assurance to promote domestic and regional trade and ensure compliance with international food safety systems. Another sub-output on cross-border animal health and value chains improvement will support (i) safety policies and legislation on livestock, livestock products, and feed control, (ii) capacity strengthening for animal health workers to improve service delivery, control transboundary animal diseases and anti-microbial resistance, and (iii) piloting of advanced digital technologies for li",Agro-industries,Review,0.473503768444061
2020017972,"Programme d'appui à la résilience des populations vulnérables aux risques de catastrophe (PRRC) – Burundi, Niger, RDC  - RDC","PROGRAMME D'APPUI À LA RÉSILIENCE DES POPULATIONS VULNÉRABLES AUX RISQUES DE CATASTROPHE (PRRC) – BURUNDI, NIGER, RDC  - RDC","Background: La RDC continue de faire face à une crise humanitaire complexe et prolongée. Des décennies de chocs successifs ont intensifié les besoins humanitaires et la vulnérabilité de la population. Celle-ci doit faire face aux conséquences des violences et conflits, ainsi qu'à des épidémies récurrentes, engendrant malnutrition et insécurité alimentaire. 7,5 millions de Congolais, dont 1,6 million de personnes déplacées, ont besoin d'une aide humanitaire d'urgence en 2016, principalement dans le nord et l'Est du pays. Les territoires de Lisala et Lolo, visés par le programme proposé, ont une pluviométrie importante de par leur position géographique (zone équatoriale) et subissent fréquemment les phénomènes d'érosion et d'inondations. Les effets de ces phénomènes naturels accentuent davantage la vulnérabilité des populations, en particulier celles qui se trouvent en milieu rural. Les inondations du dernier trimestre de 2015 ont touché environ 500.000 personnes dans le bassin du fleuve Congo, dont la province de la Mongala qui comprend Lisala et Lolo. - General Purpose: RDC : Augmenter la résilience des populations vulnérables par le renforcement de leurs capacités en matière de préparation et d'atténuation de l'impact des risques des catastrophes.  - Specific Purpose : Renforcer la capacité des communautés locales à limiter les impacts négatifs des inondations et des érosions sur les populations et leur milieu de vie. - Results:  R1 : Le système de veille sur les chocs-aléas climatiques mis en place dans les communautés locales est outillé et fonctionnel.R2 : Les communautés locales développent et prennent des mesures pour gérer et réduire les effets des inondations et des érosions dans leur milieu de vie.R3 : Les sources d'alimentation et de revenu des ménages accompagnés sont diversifiées et protégées contre les aléas climatiques grâce à l'adaptation du système d'exploitation agricole et de pêche.",Multi-hazard response preparedness,Review,0.368122905492783
2016031450,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,"",Business policy and administration,Review,0.264652818441391
2016031452,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,"",Higher education,Review,0.264652818441391
2016031453,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,"",Upper Secondary Education (modified and includes data from 11322),Review,0.264652818441391
2016031454,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,"",Education facilities and training,Review,0.264652818441391
