crs_id,project_title,short_description,long_description,purpose_name,Crisis finance determination,Crisis finance confidence ML
2018002527,Purchase of land and construction of a school for refugees,PURCHASE OF LAND AND CONSTRUCTION OF A SCHOOL FOR REFUGEES,Purchase of land and construction of a school for refugees,Education facilities and training,Yes,0.937171697616577
2018005985,Livelihoods Consortium: Support for sustainable energy use through capital investments that improve access to clean energy and support refugees and c,LIVELIHOODS CONSORTIUM: SUPPORT FOR SUSTAINABLE ENERGY USE THROUGH CAPITAL INVESTMENTS THAT IMPROVE ACCESS TO CLEAN ENERGY AND SUPPORT REFUGEES AND C,"To improve the efficiency in delivery of basic services to refugees and to strengthen their resilience and that of the communities hosting them. This will be achieved through targeted assistance and greater use of cash-based assistance. This programme will assist adolescent girls and women of reproductive age and malnourished children under 5 years of age through nutritional interventions as well as ensuring that the survivors of sexual and gender based violence (SGBV) receive appropriate medical care in a timely manner. The project will also assist 8,000 refugees with livelihoods opportunities and will support the voluntarily return of refugees to their countries of origin.",Environmental policy and administrative management,Yes,0.936989903450012
2018997626,Papua New Guinea- Port Moresby. 11 - Prevention and addressing of GBV,PAPUA NEW GUINEA- PORT MORESBY. 11 - PREVENTION AND ADDRESSING OF GBV,Measures to co-ordinate delivery of humanitarian aid,Relief co-ordination and support services,Yes,0.936956882476807
2018021775,UNICEF Base Macro Award 2015,UNICEF BASE MACRO AWARD 2015,UNICEF Base Macro Award 2015,Material relief assistance and services,Yes,0.936753511428833
2011016022.0,IDP Living Standards and Livelihoods Project,IDP LIVING STANDARDS AND LIVELIHOODS PROJECT,"",Small and medium-sized enterprises (SME) development,Yes,0.936749517917633
2011016018.0,IDP Living Standards and Livelihoods Project,IDP LIVING STANDARDS AND LIVELIHOODS PROJECT,"",Immediate post-emergency reconstruction and rehabilitation,Yes,0.936749517917633
"",IDP Living Standards and Livelihoods Project,IDP LIVING STANDARDS AND LIVELIHOODS PROJECT,"",Small and medium-sized enterprises (SME) development,Yes,0.936749517917633
2018010320,Economic and Social Development Programme,ECONOMIC AND SOCIAL DEVELOPMENT PROGRAMME,Providing an automatic meteoroligical observation system,Multi-hazard response preparedness,Yes,0.936714708805084
1998001842,Georges Hurricane Emergency Program,GEORGES HURRICANE EMERGENCY PROGRAM,Georges Hurricane Emergency Program,Multi-hazard response preparedness,Yes,0.936535060405731
1998001843,Georges Hurricane Emergency Program,GEORGES HURRICANE EMERGENCY PROGRAM,Georges Hurricane Emergency Program,Multi-hazard response preparedness,Yes,0.936535060405731
2018600005,"Capacity building and strengthen community resilience during natural disaster in Saint Jean du Sud, South Department, Republic of Haiti","CAPACITY BUILDING AND STRENGTHEN COMMUNITY RESILIENCE DURING NATURAL DISASTER IN SAINT JEAN DU SUD, SOUTH DEPARTMENT, REPUBLIC OF HAITI","Strengthening Resilience of Earthquake Affected Schools in Nuwakot and Rasuwa district, Nepal",Multi-hazard response preparedness,Yes,0.936290979385376
2016032704.0,Fiji Post-Cyclone Winston Emergency Development Policy Operation,FIJI POST-CYCLONE WINSTON EMERGENCY DEVELOPMENT POLICY OPERATION,"",Immediate post-emergency reconstruction and rehabilitation,Yes,0.936249673366547
"",Fiji Post-Cyclone Winston Emergency Development Policy Operation,FIJI POST-CYCLONE WINSTON EMERGENCY DEVELOPMENT POLICY OPERATION,"",Social Protection,Yes,0.936249673366547
2018000376,Displacement,DISPLACEMENT,Multi-sector,Material relief assistance and services,Yes,0.936185419559479
2018000100,Displacement,DISPLACEMENT,Multi-sector,Material relief assistance and services,Yes,0.936185419559479
2018000230,Displacement,DISPLACEMENT,Multi-sector,Material relief assistance and services,Yes,0.936185419559479
2018000268,Displacement,DISPLACEMENT,Multi-sector,Material relief assistance and services,Yes,0.936185419559479
2018000367,Displacement,DISPLACEMENT,Multi-sector,Material relief assistance and services,Yes,0.936185419559479
2018000151,Displacement,DISPLACEMENT,Protection,Relief co-ordination and support services,Yes,0.93598860502243
2018000269,Displacement,DISPLACEMENT,Protection,Relief co-ordination and support services,Yes,0.93598860502243
2018000304,Displacement,DISPLACEMENT,Protection,Relief co-ordination and support services,Yes,0.93598860502243
2018000327,Displacement,DISPLACEMENT,Protection,Relief co-ordination and support services,Yes,0.93598860502243
2018000053,Displacement,DISPLACEMENT,Protection,Relief co-ordination and support services,Yes,0.93598860502243
2018000122,Displacement,DISPLACEMENT,Protection,Relief co-ordination and support services,Yes,0.93598860502243
2018000116,Displacement,DISPLACEMENT,Protection,Relief co-ordination and support services,Yes,0.93598860502243
2018000039,Displacement,DISPLACEMENT,Protection,Relief co-ordination and support services,Yes,0.93598860502243
2018000342,Displacement,DISPLACEMENT,Protection,Relief co-ordination and support services,Yes,0.93598860502243
2018000169,Displacement,DISPLACEMENT,Protection,Relief co-ordination and support services,Yes,0.93598860502243
2018000248,Displacement,DISPLACEMENT,Protection,Relief co-ordination and support services,Yes,0.93598860502243
2018000350,Displacement,DISPLACEMENT,Protection,Relief co-ordination and support services,Yes,0.93598860502243
2018068696,"CDCS - P209 - Pays en développement, non spécifié - Aide humanitaire","CDCS - P209 - PAYS EN DÉVELOPPEMENT, NON SPÉCIFIÉ - AIDE HUMANITAIRE","CDCS - P209 - Pays en développement, non spécifié - Aide humanitaire - Audit 5 projets Bangladesh",Relief co-ordination and support services,Yes,0.935952186584473
2018012217,1.9 HEALTH EMERGENCY PREPAREDNESS/DRR,1.9 HEALTH EMERGENCY PREPAREDNESS/DRR,1.9 HEALTH EMERGENCY PREPAREDNESS/DRR.  Pakistan,Material relief assistance and services,Yes,0.935948073863983
2018007405,Solution of the refugee problem in the Western Balkans,SOLUTION OF THE REFUGEE PROBLEM IN THE WESTERN BALKANS,"Finding durable solutions for refugees of the Yugoslav Wars, implemented by the Regional Housing Programme Fund","Civilian peace-building, conflict prevention and resolution",Yes,0.935890555381775
2018068396,CDCS - P209 - Indonésie - Aide humanitaire,CDCS - P209 - INDONÉSIE - AIDE HUMANITAIRE,CDCS - P209 - Indonésie - Aide humanitaire - Soutien à la population locale victime du séisme à Lombok - Subvention ONG locale,Material relief assistance and services,Yes,0.935860097408295
2018001910,Recovery & Resilience Visayas,RECOVERY & RESILIENCE VISAYAS,Time-critical emergency employment generation and enterprise recovery through green and sustainable jobs,Immediate post-emergency reconstruction and rehabilitation,Yes,0.935629487037659
2010010973.0,Huai River Basin Flood Management and Drainage Improvement,HUAI RIVER BASIN FLOOD MANAGEMENT AND DRAINAGE IMPROVEMENT,"",Water sector policy and administrative management,Yes,0.935612082481384
"",Huai River Basin Flood Management and Drainage Improvement,HUAI RIVER BASIN FLOOD MANAGEMENT AND DRAINAGE IMPROVEMENT,"",Multisector aid for basic social services,Yes,0.935612082481384
"",Huai River Basin Flood Management and Drainage Improvement,HUAI RIVER BASIN FLOOD MANAGEMENT AND DRAINAGE IMPROVEMENT,"",Environmental policy and administrative management,Yes,0.935612082481384
"",Huai River Basin Flood Management and Drainage Improvement,HUAI RIVER BASIN FLOOD MANAGEMENT AND DRAINAGE IMPROVEMENT,"",River basins development,Yes,0.935612082481384
2018004919,"Securing food supply for refugees and host communities in Gedaref and Kassala State,  Republic of Sudan","SECURING FOOD SUPPLY FOR REFUGEES AND HOST COMMUNITIES IN GEDAREF AND KASSALA STATE,  REPUBLIC OF SUDAN",The nourishment of refugees in well-chosen camps and of inhabitants of well-chosen municipalities is improved.,Rural development,Yes,0.935608088970184
1998002148,Emergency Support to 'El Niño',EMERGENCY SUPPORT TO 'EL NIÑO',Emergency Support to 'El Niño',Multi-hazard response preparedness,Yes,0.935586094856262
1998002147,Emergency Support to 'El Niño',EMERGENCY SUPPORT TO 'EL NIÑO',Emergency Support to 'El Niño',Multi-hazard response preparedness,Yes,0.935586094856262
1994003042,PORT-LOUIS CITY LANDSLIDE PROTECTION PROJECT,PORT-LOUIS CITY LANDSLIDE PROTECTION PROJECT,PORT LOUIS LANDSLIDE PROTECTION,Agricultural land resources,Yes,0.935563445091248
"",Contribution to FAO Emergency response to restore the rural livelihoods of typhoon-affected households,CONTRIBUTION TO FAO EMERGENCY RESPONSE TO RESTORE THE RURAL LIVELIHOODS OF TYPHOON-AFFECTED HOUSEHOLDS,"Restore the food and nutrition security and agriculture-based livelihoods of typhoon-affected households, through cash-for-work activities complemented by the distribution of key agricultural and fisheries inputs and facilities.",Emergency food assistance,Yes,0.935511291027069
"",Contribution to FAO Emergency response to restore the rural livelihoods of typhoon-affected households,CONTRIBUTION TO FAO EMERGENCY RESPONSE TO RESTORE THE RURAL LIVELIHOODS OF TYPHOON-AFFECTED HOUSEHOLDS,"Restore the food and nutrition security and agriculture-based livelihoods of typhoon-affected households, through cash-for-work activities complemented by the distribution of key agricultural and fisheries inputs and facilities.",Immediate post-emergency reconstruction and rehabilitation,Yes,0.935511291027069
2018000256,Earthquake,EARTHQUAKE,Common Safety and Security,Relief co-ordination and support services,Yes,0.935504198074341
2013130798,Access Roads for Climate Change Adaption in Northern Namibia,ACCESS ROADS FOR CLIMATE CHANGE ADAPTION IN NORTHERN NAMIBIA,Financial contribution shall be used for roads to schools and hospitals in North Namibia to ensure all-year access for the (rural) population being subject to increased floods due to climate change.,Road transport,Yes,0.935396313667297
2018012194,PROGRAMME SUPPORT COST ON GC,PROGRAMME SUPPORT COST ON GC,PROGRAMME SUPPORT COST ON GC.  Cabo Verde,Relief co-ordination and support services,Yes,0.935318827629089
2008002030.0,Emergency Assistance in Response to Flood Damage,EMERGENCY ASSISTANCE IN RESPONSE TO FLOOD DAMAGE,To repair priority areas of road infrastructure damaged by Hurricane Dean and exaccerbated by heavy rainfall.,Transport policy and administrative management,Yes,0.934892594814301
2018006920,CARE Consortium Humanitarian Resilience Programme,CARE CONSORTIUM HUMANITARIAN RESILIENCE PROGRAMME,"To improve food security and increase community resilience to shocks by providing an estimated 500,000 Yemenis with food assistance, safe water, emergency livelihoods support, shelter and protection services over two years.   This will benefit chronically vulnerable communities affected by political instability, widespread conflict and deterioration in the economy to withstand future shocks.   This contributes towards our MDGs by tackling extreme hunger (MDG1) and will result in improved food security and greater access to livelihoods by 2015.",Material relief assistance and services,Yes,0.934525668621063
2018000261,Mitigation of Earthquake Risks,MITIGATION OF EARTHQUAKE RISKS,Mitigation of Earthquake Risks,Disaster Risk Reduction,Yes,0.93451064825058
2018000013,MITIGATION OF EARTHQUAKE RISKS,MITIGATION OF EARTHQUAKE RISKS,MITIGATION OF EARTHQUAKE RISKS,Disaster Risk Reduction,Yes,0.93451064825058
2018002088-2,Durable solutions for young refugees from the Central African Republic in eastern Cameroon,DURABLE SOLUTIONS FOR YOUNG REFUGEES FROM THE CENTRAL AFRICAN REPUBLIC IN EASTERN CAMEROON,"El SJR acompaña a las poblaciones desplazadas por la guerra en la República Centroafricana desde 2013. En el este de Camerún, esta organización ha desplegado desde principios de 2017 un equipo que trabajará en el eje fronterizo Bertoua - Garoua Boulai, entorno al campo de personas refugiadas de Gado Badzeré, que alberga a 25.000 habitantes, con el objetivo de implementar una estrategia de formación técnica e inserción sociolaboral para personas jóvenes refugiadas entre 15 y 25 años, al tiempo que se llevan a cabo actividades de cohesión social entre las poblaciones refugiadas y de acogida, así como un programa de acompañamiento psicosocial de proximidad para las personas mas vulnerables del campo (principalmente mujeres).","Civilian peace-building, conflict prevention and resolution",Yes,0.934498727321625
2018000057,Earthquake,EARTHQUAKE,Early Recovery,Material relief assistance and services,Yes,0.934409618377686
2018995453,South Sudan - Juba. OEE2 - Optimized management of resources,SOUTH SUDAN - JUBA. OEE2 - OPTIMIZED MANAGEMENT OF RESOURCES,Measures to co-ordinate delivery of humanitarian aid,Relief co-ordination and support services,Yes,0.93415105342865
2017000274,Program in support of the municipalities affected by the Syrian refugees influx in Jordan.,PROGRAM IN SUPPORT OF THE MUNICIPALITIES AFFECTED BY THE SYRIAN REFUGEES INFLUX IN JORDAN.,The initiative aims to improve the living conditions of Syrian refugees and host communities in Jordan. It also aims to strengthen the governance capacity of Jordanian local Authorities through the rehabilitation and the reconstruction of basic services in those Jordanian municipalities particularly affected by concentration of refugees fleeing from Syria.,Social Protection,Yes,0.934136748313904
2018996642,Timor Leste. 01 - SRH Policies,TIMOR LESTE. 01 - SRH POLICIES,Measures to co-ordinate delivery of humanitarian aid,Relief co-ordination and support services,Yes,0.934084534645081
2018068646,CDCS - P209 - République arabe syrienne - Aide humanitaire,CDCS - P209 - RÉPUBLIQUE ARABE SYRIENNE - AIDE HUMANITAIRE,CDCS - P209 - République arabe syrienne - Aide humanitaire - Organisation internationale - UNWRA - Contribution à l'Office des NU pour les réfugiés palestiniens dans le Proche-Orient (UNWRA),Emergency food assistance,Yes,0.933932542800903
20183781048,Intervention d'urgence-Aide alimentaire d'urgence,INTERVENTION D'URGENCE-AIDE ALIMENTAIRE D'URGENCE,Intervention d'urgence-Aide alimentaire d'urgence,Emergency food assistance,Yes,0.933814406394958
2018995630,Sudan - Khartoum. OEE2 - Optimized management of resources,SUDAN - KHARTOUM. OEE2 - OPTIMIZED MANAGEMENT OF RESOURCES,Measures to co-ordinate delivery of humanitarian aid,Relief co-ordination and support services,Yes,0.933799862861633
2018995287,Occupied Palestine Territories. 07 - Youth policies,OCCUPIED PALESTINE TERRITORIES. 07 - YOUTH POLICIES,Measures to co-ordinate delivery of humanitarian aid,Relief co-ordination and support services,Yes,0.933786034584045
2018995308,Occupied Palestine Territories. 07 - Youth policies,OCCUPIED PALESTINE TERRITORIES. 07 - YOUTH POLICIES,Measures to co-ordinate delivery of humanitarian aid,Relief co-ordination and support services,Yes,0.933786034584045
2018050031,"Women's Leadership, Empowerment, Access and Protection: Response to the Syrian Displacement and Refugee Crisis in Turkey","WOMEN'S LEADERSHIP, EMPOWERMENT, ACCESS AND PROTECTION: RESPONSE TO THE SYRIAN DISPLACEMENT AND REFUGEE CRISIS IN TURKEY","This project will offer courses and counselling to support women's economic empowerment, help women graduate from training programs, find regular employment, form cooperatives and start their own businesses","Women's rights organisations and movements, and government institutions",Yes,0.933732628822327
2018990860,Arab States Reg. Office/Cairo. 12 - Eliminating harmful practices,ARAB STATES REG. OFFICE/CAIRO. 12 - ELIMINATING HARMFUL PRACTICES,Measures to co-ordinate delivery of humanitarian aid,Relief co-ordination and support services,Yes,0.933657050132751
2017000013,Manila Flood Prevention,MANILA FLOOD PREVENTION,"",Disaster Risk Reduction,Yes,0.933620870113373
2016000145,"Provision of quality primary health care for Syrian refugees via Mobile medical Unit and static health centers in Akkar district, Lebanon.","PROVISION OF QUALITY PRIMARY HEALTH CARE FOR SYRIAN REFUGEES VIA MOBILE MEDICAL UNIT AND STATIC HEALTH CENTERS IN AKKAR DISTRICT, LEBANON.","The project will ensure access of Syrian refugees in Akkar district to comprehensive health care on 3 levels and will thus contribute to decrease of their morbidity and mortality - on the level of informal settlements via the Mobile medical unit, on the level of primary health centers via increasing their technical and operational capacities and capacities of their health care personnel, and on the secondary health care level via creation and strengthening the referral system in hospitals' catchment areas. We will increase technical and operational capacities of selected static primary health care centers by regular supplies of medicaments and medical material, as well as by building the capacities of their health care personnel. The project will set up the patient referral structures from communities to health centers and hospitals, including the coverage of costs of patients' check-ups in primary health centers. By doing this, we will assure refugee's access to primary, secondary and specialized health care. The project will focus on diagnosis, treatment, management and prevention of communicable diseases within the primary health care. It will focus on the most vulnerable part of the population – children, women, older people and people suffering from chronic diseases. Mobile unit will also provide specialized care for children under 5 years and provision of reproductive health care with focus on prenatal and postnatal care.",Basic health care,Yes,0.933430969715118
1999001600,Hurricane Rehab. and Disaster Preparedness,HURRICANE REHAB. AND DISASTER PREPAREDNESS,Hurricane Rehab. and Disaster Preparedness,Multi-hazard response preparedness,Yes,0.933323204517365
2018000398,Disruption of basic services,DISRUPTION OF BASIC SERVICES,Child Protection,Relief co-ordination and support services,Yes,0.933145940303802
2017500171,Access to Education for Syrian and Jordanian People with Disabilities,ACCESS TO EDUCATION FOR SYRIAN AND JORDANIAN PEOPLE WITH DISABILITIES,The project aims to provide access to education for children and adults with disabilities or disabilities from the Syrian refugee community and the Jordanian host community. The inclusion of beneficiaries in the education system and labor market  in Jordan will improve beneficiaries' livelihoods and increase their income,Social Protection,Yes,0.932945549488068
2018995294,Occupied Palestine Territories. 01 - SRH Policies,OCCUPIED PALESTINE TERRITORIES. 01 - SRH POLICIES,Measures to co-ordinate delivery of humanitarian aid,Relief co-ordination and support services,Yes,0.932859778404236
2018995303,Occupied Palestine Territories. 01 - SRH Policies,OCCUPIED PALESTINE TERRITORIES. 01 - SRH POLICIES,Measures to co-ordinate delivery of humanitarian aid,Relief co-ordination and support services,Yes,0.932859778404236
2015001672,Materials Monitoring Unit Project - Gaza Phase II,MATERIALS MONITORING UNIT PROJECT - GAZA PHASE II,The project aims at establishing a Matarials Monitoring Unit in Gaza to enable import of construction materials to Gaza - for the reconstruction of Gaza.,Relief co-ordination and support services,Yes,0.932800829410553
2007012504.0,Jamaica Hurricane Dean ERL,JAMAICA HURRICANE DEAN ERL,"",Basic health care,Yes,0.932796359062195
2007012502.0,Jamaica Hurricane Dean ERL,JAMAICA HURRICANE DEAN ERL,"",Primary education,Yes,0.932796359062195
2007012506.0,Jamaica Hurricane Dean ERL,JAMAICA HURRICANE DEAN ERL,"",Road transport,Yes,0.932796359062195
2007012505.0,Jamaica Hurricane Dean ERL,JAMAICA HURRICANE DEAN ERL,"",Social Protection,Yes,0.932796359062195
"",Jamaica Hurricane Dean ERL,JAMAICA HURRICANE DEAN ERL,"",Early childhood education,Yes,0.932796359062195
"",Jamaica Hurricane Dean ERL,JAMAICA HURRICANE DEAN ERL,"",Multi-hazard response preparedness,Yes,0.932796359062195
2018998221,Haiti - Port-au-Prince. OEE2 - Optimized management of resources,HAITI - PORT-AU-PRINCE. OEE2 - OPTIMIZED MANAGEMENT OF RESOURCES,Measures to co-ordinate delivery of humanitarian aid,Relief co-ordination and support services,Yes,0.932438552379608
2018998244,Haiti - Port-au-Prince. OEE2 - Optimized management of resources,HAITI - PORT-AU-PRINCE. OEE2 - OPTIMIZED MANAGEMENT OF RESOURCES,Measures to co-ordinate delivery of humanitarian aid,Relief co-ordination and support services,Yes,0.932438552379608
2018021653,Response Activities in West Africa,RESPONSE ACTIVITIES IN WEST AFRICA,Response Activities in West Africa,Material relief assistance and services,Yes,0.932432889938354
2018067826,CDCS - P209 - Cisjordanie et bande de Gaza - Aide humanitaire,CDCS - P209 - CISJORDANIE ET BANDE DE GAZA - AIDE HUMANITAIRE,CDCS - P209 - Cisjordanie et bande de Gaza - Aide humanitaire - ONG internationale - NRC - Financement 2 du consortium humanitaire en zone C mené par l'ONG Conseil Norvégien pour les réfugiés (NRC),Material relief assistance and services,Yes,0.932375431060791
2016008236_01,Enhance Methods for Profiling Exposure to Viruses,"BRIGHAM AND WOMEN'S HOSPITAL, INC.",to better monitor viral infections and vaccine efficacy in populations throughout the world in order to enhance our ability to improve human health and detect emerging epidemics,Infectious disease control,Yes,0.932315111160278
2018068846,"CDCS - P209 - Pays en développement, non spécifié - Aide humanitaire","CDCS - P209 - PAYS EN DÉVELOPPEMENT, NON SPÉCIFIÉ - AIDE HUMANITAIRE","CDCS - P209 - Pays en développement, non spécifié - Aide humanitaire - Traduction en chinois de la stratégie humanitaire",Relief co-ordination and support services,Yes,0.932210922241211
2018067816,CDCS - P209 - Cisjordanie et bande de Gaza - Aide humanitaire,CDCS - P209 - CISJORDANIE ET BANDE DE GAZA - AIDE HUMANITAIRE,CDCS - P209 - Cisjordanie et bande de Gaza - Aide humanitaire - ONG internationale - NRC - Financement 1 du consortium humanitaire en zone C mené par l'ONG Conseil Norvégien pour les réfugiés (NRC),Material relief assistance and services,Yes,0.932185232639313
2018994994,"Jordan - Amman. OEE4 - Communication, Resources mobilization and partnerships","JORDAN - AMMAN. OEE4 - COMMUNICATION, RESOURCES MOBILIZATION AND PARTNERSHIPS",Measures to co-ordinate delivery of humanitarian aid,Relief co-ordination and support services,Yes,0.932134449481964
2018600099,Donation and training project of emergency vehicle and machinery for rescue?Victorias City?,DONATION AND TRAINING PROJECT OF EMERGENCY VEHICLE AND MACHINERY FOR RESCUE?VICTORIAS CITY?,"The project aims to strengthen emergency medical service and emergency transport in Vistorias City by donationg an ambulance and equipment/vehicle for rescue. Moreover, it aims to reinforce the emergency medical system in Victorias City through providing technical advice and first-aid training for the staff of Victorias City Disaster Risk Reduction and Management Office.",Multi-hazard response preparedness,Yes,0.931994020938873
2018000413,Flood Protection Sector Project,FLOOD PROTECTION SECTOR PROJECT,Flood Protection Sector Project,Agricultural land resources,Yes,0.931993007659912
2018000585,Promotionof Sustainable Return,PROMOTIONOF SUSTAINABLE RETURN,"Promotion of Sustainable Return and Reintegration of IDPs and Refugees in Darfur.The Project is a joint programme implemented by UNDP, UNHCR and UNAMID. In addition, the Project is closely coordinated with IOM and WHO","Civilian peace-building, conflict prevention and resolution",Yes,0.931800127029419
2018990871,Arab States Reg. Office/Cairo. 13 - Population data systems,ARAB STATES REG. OFFICE/CAIRO. 13 - POPULATION DATA SYSTEMS,Measures to co-ordinate delivery of humanitarian aid,Relief co-ordination and support services,Yes,0.931694388389587
2018990873,Arab States Reg. Office/Cairo. 13 - Population data systems,ARAB STATES REG. OFFICE/CAIRO. 13 - POPULATION DATA SYSTEMS,Measures to co-ordinate delivery of humanitarian aid,Relief co-ordination and support services,Yes,0.931694388389587
2018990869,Arab States Reg. Office/Cairo. 13 - Population data systems,ARAB STATES REG. OFFICE/CAIRO. 13 - POPULATION DATA SYSTEMS,Measures to co-ordinate delivery of humanitarian aid,Relief co-ordination and support services,Yes,0.931694388389587
2018990867,Arab States Reg. Office/Cairo. 13 - Population data systems,ARAB STATES REG. OFFICE/CAIRO. 13 - POPULATION DATA SYSTEMS,Measures to co-ordinate delivery of humanitarian aid,Relief co-ordination and support services,Yes,0.931694388389587
2018990797,Arab States Reg. Office/Cairo. 13 - Population data systems,ARAB STATES REG. OFFICE/CAIRO. 13 - POPULATION DATA SYSTEMS,Measures to co-ordinate delivery of humanitarian aid,Relief co-ordination and support services,Yes,0.931694388389587
2018001288,Government of Jordan - Support for the Jordan Health Fund for Refugees -2018-2021,GOVERNMENT OF JORDAN - SUPPORT FOR THE JORDAN HEALTH FUND FOR REFUGEES -2018-2021,Government of Jordan - Support for the Jordan Health Fund for Refugees -2018-2021,Medical services,Yes,0.931349277496338
"",RY  TAIZ MUNICIPAL DEV & FLOOD PROTEC,RY  TAIZ MUNICIPAL DEV & FLOOD PROTEC,"",Urban development and management,Yes,0.931336343288422
"",RY  TAIZ MUNICIPAL DEV & FLOOD PROTEC,RY  TAIZ MUNICIPAL DEV & FLOOD PROTEC,"",Urban development and management,Yes,0.931336343288422
"",RY  TAIZ MUNICIPAL DEV & FLOOD PROTEC,RY  TAIZ MUNICIPAL DEV & FLOOD PROTEC,"",Water sector policy and administrative management,Yes,0.931336343288422
"",RY  TAIZ MUNICIPAL DEV & FLOOD PROTEC,RY  TAIZ MUNICIPAL DEV & FLOOD PROTEC,"",Water sector policy and administrative management,Yes,0.931336343288422
2018000028,Multiple,MULTIPLE,"Water, Sanitation and Hygiene",Material relief assistance and services,Yes,0.931245267391205
2018994168,Uganda - Kampala. 04 - Supply chain management,UGANDA - KAMPALA. 04 - SUPPLY CHAIN MANAGEMENT,Measures to co-ordinate delivery of humanitarian aid,Relief co-ordination and support services,Yes,0.930922210216522
2018994191,Uganda - Kampala. 04 - Supply chain management,UGANDA - KAMPALA. 04 - SUPPLY CHAIN MANAGEMENT,Measures to co-ordinate delivery of humanitarian aid,Relief co-ordination and support services,Yes,0.930922210216522
2018068706,"CDCS - P209 - Pays en développement, non spécifié - Aide humanitaire","CDCS - P209 - PAYS EN DÉVELOPPEMENT, NON SPÉCIFIÉ - AIDE HUMANITAIRE","CDCS - P209 - Pays en développement, non spécifié - Aide humanitaire - Audit 5 projets en Irak et en Syrie",Relief co-ordination and support services,Yes,0.930763840675354
2018050152,Ensuring food security and nutrition for women and children,ENSURING FOOD SECURITY AND NUTRITION FOR WOMEN AND CHILDREN,Ensuring food security and nutrition for women and children,Relief co-ordination and support services,Yes,0.930669069290161
20180000279,Hungary provided emergency aid to Indonesia in order to handle the damage of the earthquake and tidal-wave occurred in 27th September 2018,HUNGARY PROVIDED EMERGENCY AID TO INDONESIA IN ORDER TO HANDLE THE DAMAGE OF THE EARTHQUAKE AND TIDAL-WAVE OCCURRED IN 27TH SEPTEMBER 2018,"",Immediate post-emergency reconstruction and rehabilitation,Yes,0.93062299489975
2018067866,CDCS - P209 - République arabe syrienne - Aide humanitaire,CDCS - P209 - RÉPUBLIQUE ARABE SYRIENNE - AIDE HUMANITAIRE,CDCS - P209 - République arabe syrienne - Aide humanitaire - Partenaire public français - Expertise France - Intervention dans le nord-est syrien,Material relief assistance and services,Yes,0.930254697799683
2018020417,OFDA-2014-Mercy Corps,OFDA-2014-MERCY CORPS,"Continue WASH, ERMS in Masisi and Goma Camps, North Kivu, Add INSO security coordination",Material relief assistance and services,Yes,0.930231690406799
2018068826,"CDCS - P209 - Pays en développement, non spécifié - Aide humanitaire","CDCS - P209 - PAYS EN DÉVELOPPEMENT, NON SPÉCIFIÉ - AIDE HUMANITAIRE","CDCS - P209 - Pays en développement, non spécifié - Aide humanitaire - Traduction en anglais de la stratégie humanitaire",Relief co-ordination and support services,Yes,0.930122077465057
2018001246,Crisis Recovery Support Program,CRISIS RECOVERY SUPPORT PROGRAM,To accelerate Armenia's recovery from the adverse impact of the global financial crisis.,Public finance management (PFM),Yes,0.930114507675171
2018001246,Crisis Recovery Support Program,CRISIS RECOVERY SUPPORT PROGRAM,To accelerate Armenia's recovery from the adverse impact of the global financial crisis.,Social Protection,Yes,0.930114507675171
2018001245,Crisis Recovery Support Program,CRISIS RECOVERY SUPPORT PROGRAM,To accelerate Armenia's recovery from the adverse impact of the global financial crisis.,Public finance management (PFM),Yes,0.930114507675171
2018001245,Crisis Recovery Support Program,CRISIS RECOVERY SUPPORT PROGRAM,To accelerate Armenia's recovery from the adverse impact of the global financial crisis.,Social Protection,Yes,0.930114507675171
2018010309,The Project for the Rehabilitation of Sihdhuli Road Affected by Earthquake,THE PROJECT FOR THE REHABILITATION OF SIHDHULI ROAD AFFECTED BY EARTHQUAKE,Supporting the Rehabilitation of Sihdhuli Road Affected by Earthquake,Multi-hazard response preparedness,Yes,0.930005013942719
2018066896,CDCS - P209 - Mauritanie - Paix et sécurité,CDCS - P209 - MAURITANIE - PAIX ET SÉCURITÉ,CDCS - P209 - Mauritanie - Paix et sécurité - Partenaire public français - EMA/DGSCGC - Création de groupes primo intervenants sur engins explosifs improvisés (EEI) en Mauritanie,Removal of land mines and explosive remnants of war,Yes,0.929973125457764
2018068136,CDCS - P209 - Haïti - Aide humanitaire,CDCS - P209 - HAÏTI - AIDE HUMANITAIRE,CDCS - P209 - Haïti - Aide humanitaire - Administration française - DGSCGC - Remboursement des dépenses de personnel des FORMISC dans le cadre de la mission en Haïti en 2016,Material relief assistance and services,Yes,0.929623782634735
2018068786,"CDCS - P209 - Pays en développement, non spécifié - Aide humanitaire","CDCS - P209 - PAYS EN DÉVELOPPEMENT, NON SPÉCIFIÉ - AIDE HUMANITAIRE","CDCS - P209 - Pays en développement, non spécifié - Aide humanitaire - Stock ESOL - Établissement de soutien opérationnel et logistique",Relief co-ordination and support services,Yes,0.929606676101685
2018068796,"CDCS - P209 - Pays en développement, non spécifié - Aide humanitaire","CDCS - P209 - PAYS EN DÉVELOPPEMENT, NON SPÉCIFIÉ - AIDE HUMANITAIRE","CDCS - P209 - Pays en développement, non spécifié - Aide humanitaire - Stock ESOL - Établissement de soutien opérationnel et logistique",Relief co-ordination and support services,Yes,0.929606676101685
