crs_id,project_title,short_description,long_description,purpose_name,Crisis finance determination,Crisis finance confidence ML
2017008723,"Integrated Emergency Health, Nutrition and Reproductive Health Programming for Car Refugees and Host Communities in Eastern Cameroon","INTEGRATED EMERGENCY HEALTH, NUTRITION AND REPRODUCTIVE HEALTH PROGRAMMING FOR CAR REFUGEES AND HOST COMMUNITIES IN EASTERN CAMEROON","United States Population Migration and Refugee Assistance, Appropriation 1143. Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [International Medical Corps]",Material relief assistance and services,Yes,0.989118218421936
2017000005,"To provide dedicated security support for the expanded lifesaving humanitarian operations in Tripoli, Benghazi and Newly opened areas in Libya.","TO PROVIDE DEDICATED SECURITY SUPPORT FOR THE EXPANDED LIFESAVING HUMANITARIAN OPERATIONS IN TRIPOLI, BENGHAZI AND NEWLY OPENED AREAS IN LIBYA.","To provide dedicated security support for the expanded lifesaving humanitarian operations in Tripoli, Benghazi and Newly opened areas in Libya.",Relief co-ordination and support services,Yes,0.989091098308563
2017020489,World Vision Somalia Emergency Food and Shelter Program (EFSP) - 2013 Award,WORLD VISION SOMALIA EMERGENCY FOOD AND SHELTER PROGRAM (EFSP) - 2013 AWARD,World Vision Somalia Emergency Food and Shelter Program (EFSP) - 2013 Award,Emergency food assistance,Yes,0.989081144332886
2017825406,Aide humanitaire - Nutriset,AIDE HUMANITAIRE - NUTRISET,"Aide humanitaire - Nutriset - Iraq crisis (IRQ)  -Appui aux populations déplacées par la bataille de Mossoul : aliments thérapeutiques destinés aux populations affectées qui seront distribués par les ONG Fraternité en Irak et Caritas aux dispensaires de la Plaine de Ninive • 146 cartons de Plumpy'Sup soit 21 900 sachets d'un supplément nutritionnel à base de soja prêt à consommer, spécialement conçu pour le traitement de la malnutrition aiguë modérée à partir de l'âge de 6 mois. Le contenu d'un carton permet le traitement de 4 enfants malnutris aigus modérés (pesant chacun 7 kg) pendant 1 mois environ, • 12 cartons d'Enov'Nutributter soit 936 chapelets de 7 sachets d'un supplément de l'aliment de complément développé pour les enfants de 6 à 12 mois et qui convient aux enfants de 6 à 24 mois. Le contenu d'1 carton permet le soutien nutritionnel de 3 enfants pendant 6 mois (2 cartons : 9 enfants pendant 4 mois)",Emergency food assistance,Yes,0.989058554172516
2016001260-1,"Early recovery of population affected by the earthquake of 16th April in the parish of Salima del Canton Muisne, Esmeraldas province.","EARLY RECOVERY OF POPULATION AFFECTED BY THE EARTHQUAKE OF 16TH APRIL IN THE PARISH OF SALIMA DEL CANTON MUISNE, ESMERALDAS PROVINCE.","Tras el terremoto de magnitud 7.8 escala Richter sufrido el 16 de Abril de 2016 y las posteriores replicas, la propuesta que se presenta se centra en la recuperación temprana de la población afectada por dicho terremoto en la Parroquia Sálima del Cantón Muisne, Provincia de Esmeraldas, Ecuador.El proyecto se centra en la reparación de 45 viviendas destruidas por el seísmo. Para ello se proporcionará refugio temporal fuera de los albergues provisionales en los que actualmente se encuentran (que no cumplen las condiciones mínimas de habitabilidad) y la rehabilitación/reconstrucción de sus viviendas en el plazo más corto posible. Las viviendas estarán dotadas de 45 letrinas secas dado que la carencia de agua y la sanidad de la zona así lo exigen. Ante la falta de reanudación del periodo escolar, otra línea fundamental será el trabajo con los niños y niñas que requieren de espacios seguros para su desenvolvimiento en los que reciban apoyo psicosocial mientras dure la reconstrucción de sus hogares.",Material relief assistance and services,Yes,0.98902702331543
2012006267,WASH Programme,WASH PROGRAMME,"The integrated and holistic approach that this programme takes to water is designed to address sanitational and health issues, and establish linkages between wastewater and agriculture. In this, the project keeps a focus on the basic humanitarian need of access to WASH services through capacity building and construction of infrastructure. Most of the activities will be implemented in the provinces of Kangwon, North and South Hangwhae in the Democratic People's Republic of Korea.",Water sector policy and administrative management,Yes,0.988995015621185
2012006267,WASH Programme,WASH PROGRAMME,"The integrated and holistic approach that this programme takes to water is designed to address sanitational and health issues, and establish linkages between wastewater and agriculture. In this, the project keeps a focus on the basic humanitarian need of access to WASH services through capacity building and construction of infrastructure. Most of the activities will be implemented in the provinces of Kangwon, North and South Hangwhae in the Democratic People's Republic of Korea.",Water resources conservation (including data collection),Yes,0.988995015621185
2012006267,WASH Programme,WASH PROGRAMME,"The integrated and holistic approach that this programme takes to water is designed to address sanitational and health issues, and establish linkages between wastewater and agriculture. In this, the project keeps a focus on the basic humanitarian need of access to WASH services through capacity building and construction of infrastructure. Most of the activities will be implemented in the provinces of Kangwon, North and South Hangwhae in the Democratic People's Republic of Korea.",Basic drinking water supply and basic sanitation,Yes,0.988995015621185
2017022888,USAID/OFDA Grant for CAR/CE,USAID/OFDA GRANT FOR CAR/CE,"Emergency Assistance for Conflict and Disaster Affected Populations in North-Eastern and North-Western CAR composing of Health,Nutrition,Protection sectors.",Relief co-ordination and support services,Yes,0.988961517810822
2017000800,Social Sector Program,SOCIAL SECTOR PROGRAM,"The program comprises policies aimed at improving social sector institutionality and at alleviating poverty among those population sectors most affected by the crisis, and specific policies in child care, nutrition, education, labor market and health. The",Social Protection,Yes,0.988953232765198
2017008814,Iraqi Internally Displaced Persons and Refugee Returnees Safely and Sustainably Integrate Into Their Host Communities and Communities of Origin,IRAQI INTERNALLY DISPLACED PERSONS AND REFUGEE RETURNEES SAFELY AND SUSTAINABLY INTEGRATE INTO THEIR HOST COMMUNITIES AND COMMUNITIES OF ORIGIN,"United States Population Migration and Refugee Assistance, Appropriation 1143. Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [U.S. Government - Department of State]",Material relief assistance and services,Yes,0.988900899887085
2016003317,"AH : HT,Relèvement immédiat Post-Matthew","AH : HT,RELÈVEMENT IMMÉDIAT POST-MATTHEW","",Material relief assistance and services,Yes,0.988884806632996
2016003317,"AH : HT,Relèvement immédiat Post-Matthew","AH : HT,RELÈVEMENT IMMÉDIAT POST-MATTHEW","",Multi-hazard response preparedness,Yes,0.988884806632996
2017008471,"Educational Opportunities for Idps, Returnees and Host Communities in Iraq's Fault Line","EDUCATIONAL OPPORTUNITIES FOR IDPS, RETURNEES AND HOST COMMUNITIES IN IRAQ'S FAULT LINE","United States Population Migration and Refugee Assistance, Appropriation 1143. Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [Mercy Corps]",Material relief assistance and services,Yes,0.988883078098297
2015001101,"Røde Kors i Danmarks indsats i Irak, 2015",MATERIAL RELIEF ASSISTANCE AND SERVICES,Red Cross Denmark activities in Iraq 2015,Material relief assistance and services,Yes,0.988802194595337
2017008379,Community Focused Sexual and Gender-Based Violence Prevention and Respons Program Kampala,COMMUNITY FOCUSED SEXUAL AND GENDER-BASED VIOLENCE PREVENTION AND RESPONS PROGRAM KAMPALA,"United States Population Migration and Refugee Assistance, Appropriation 1143. Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [Church and Faith Based - United States Redacted]",Material relief assistance and services,Yes,0.98879086971283
2016005682-1,Hygienic and protection products for the refugee population from the conflict in Syria in critical locations.,HYGIENIC AND PROTECTION PRODUCTS FOR THE REFUGEE POPULATION FROM THE CONFLICT IN SYRIA IN CRITICAL LOCATIONS.,Título completo del proyecto: Artículos higiénicos y de proteccio para la población refugiada por el conflicto en Siria en emplazamientos críticos :: Artículos higiénicos y de protección para la población desplazada por el conflicto en Siria,Material relief assistance and services,Yes,0.988737046718597
2017631806,Aide humanitaire - Croix-Rouge française,AIDE HUMANITAIRE - CROIX-ROUGE FRANÇAISE,Aide humanitaire - Croix-Rouge française - Iraq crisis (IRQ)  -Amélioration des conditions de vie des populations affectées par les conflits sur le mont Sinjar.,Relief co-ordination and support services,Yes,0.988721489906311
2012060772A,FAO agreement 2012 Humanitarian Programmes - Repayments FAO 2012 agreement,FAO AGREEMENT 2012 HUMANITARIAN PROGRAMMES - REPAYMENTS FAO 2012 AGREEMENT,"Support to projects in Chad, Niger, Sahel, North Chorea, East- and central Africa. Project focus support to coordination of activities to increase food security and to marginilised groups to livelihood support.",Material relief assistance and services,Yes,0.98872047662735
2016004331-1,Solid preparation and improvement of the response capacity to face the water scarcity affecting Palestinian communities in the West Bank.,SOLID PREPARATION AND IMPROVEMENT OF THE RESPONSE CAPACITY TO FACE THE WATER SCARCITY AFFECTING PALESTINIAN COMMUNITIES IN THE WEST BANK.,"Título completo del proyecto: Preparación profunda y mejora de la capacidad de respuesta para hacer frente a la escasez de agua que afecta a las comunidades palestinas en Cisjordania a través de una mayor eficacia de la participación de la sociedad civil y las instituciones en la coordinación y monitoreo de los recursos de agua y saneamiento :: El proyecto pretende mejorar las condiciones de vida de la población de Cisjordania gracias a la disponibilidad de datos armonizados, actualizados, completos y fehacientes sobre acceso al agua, lo que redundará en mejores y más eficaces intervenciones de los proyectos de cooperación al desarrollo y ayuda humanitaria de los agentes de desarrollo, así como la mejora de la coordinación entre dichos agentes, tanto gubernamentales como agencias internacionales, organizaciones internacionales y palestinas que trabajan en el sector del agua y saneamiento en Cisjordania, en el Territorio Ocupado Palestino (TOP), donde se está produciendo una crisis crónica y muy acentuada en cuanto al acceso al agua por parte de las comunidades palestinas, especialmente las que habitan en el Área C, bajo control administrativo y militar israelí tras los acuerdos de Oslo (1993), con un escaso y desigual acceso a los recursos hídricos que sigue aumentando la vulnerabilidad de muchas de estas comunidades y familias.",Education and training in water supply and sanitation,Yes,0.988698661327362
2017002976,Waste to (positive) energy.,WASTE TO (POSITIVE) ENERGY.,"In the refugee-taking up municipalities of Irbid, Ar Ramtha and Mafraq a labour-intensive valuable material collection looks conflict-extenuating and relieves the environment.",Waste management/disposal,Yes,0.988694131374359
2017000052,Appui à l'offre des soins de santé d'urgence aux déplacés et leurs populations d'accueil dans les sous-préfectures d'Alindao et  Zemio.,APPUI À L'OFFRE DES SOINS DE SANTÉ D'URGENCE AUX DÉPLACÉS ET LEURS POPULATIONS D'ACCUEIL DANS LES SOUS-PRÉFECTURES D'ALINDAO ET  ZEMIO.,Appui à l'offre des soins de santé d'urgence aux déplacés et leurs populations d'accueil dans les sous-préfectures d'Alindao et  Zemio.,Material relief assistance and services,Yes,0.988692939281464
2014000167,South Sudan - Humanitarian Crisis Response,SOUTH SUDAN - HUMANITARIAN CRISIS RESPONSE,"To save lives, relieve suffering and maintain dignity of the people of South Sudan most affected by the deteriorating situation in the country by enhancing the emergency preparedness, and providing immediate and essential supplies and services to meet the",Material relief assistance and services,Yes,0.988664746284485
2014000167,South Sudan - Humanitarian Crisis Response,SOUTH SUDAN - HUMANITARIAN CRISIS RESPONSE,"To save lives, relieve suffering and maintain dignity of the people of South Sudan most affected by the deteriorating situation in the country by enhancing the emergency preparedness, and providing immediate and essential supplies and services to meet the",Emergency food assistance,Yes,0.988664746284485
2014000167,South Sudan - Humanitarian Crisis Response,SOUTH SUDAN - HUMANITARIAN CRISIS RESPONSE,"To save lives, relieve suffering and maintain dignity of the people of South Sudan most affected by the deteriorating situation in the country by enhancing the emergency preparedness, and providing immediate and essential supplies and services to meet the",Relief co-ordination and support services,Yes,0.988664746284485
2016006378-1,Asegurar la subsistencia mediante la mejora en nutrición de la población de Gao en el marco del post conflicto y la crisis humanitaria atendiendo a pr,ASEGURAR LA SUBSISTENCIA MEDIANTE LA MEJORA EN NUTRICIÓN DE LA POBLACIÓN DE GAO EN EL MARCO DEL POST CONFLICTO Y LA CRISIS HUMANITARIA ATENDIENDO A PR,Título completo del proyecto: Asegurar la subsistencia mediante la mejora en nutrición de la población de Gao en el marco del post conflicto y la crisis humanitaria atendiendo a principios humanitarios de justicia de género :: Asegurar la subsistencia mediante la mejora en nutrición de la población de Gao en el marco del post conflicto y la crisis humanitaria atendiendo a principios humanitarios de justicia de género,Emergency food assistance,Yes,0.988664329051971
2016005220-1,"Humanitarian Aid for Emergency in Sahel, Sahrawi camps and humanitarian crisis in Africa.","HUMANITARIAN AID FOR EMERGENCY IN SAHEL, SAHRAWI CAMPS AND HUMANITARIAN CRISIS IN AFRICA.","Título completo del proyecto: Mejores diagnósticos para reducir riesgos de mortalidad, fortalecer la salud materno-infantil y mejorar la atención primaria en el centro de salud y maternidad de Kafubu: Acceso a radiografías, ecografías y análisis clínicos para mujeres e infancia en situación de pobreza. R.D. Congo :: Proyecto de continuidad mediante el cual se ha fortalecido la salud materno infantil y se ha mejorado la atención primaria mediante la renovación de las infraestructuras del Centro de Salud y Maternidad de Kabufu. Se ha construido una sala para ecografías, otra para radiografías y un laboratorio de análisis clínicos, y se les ha dotado de equipamiento sanitario y de mobiliario.",Basic health care,Yes,0.988610804080963
2014002465,Cuprija-System for Flood Protection of Rural Settlements,CUPRIJA-SYSTEM FOR FLOOD PROTECTION OF RURAL SETTLEMENTS,"Creating a system for flood protection in the village Jovac, to prevent major disasters. Torrential streams in May 2014 directly affected this village and further rains could endanger around 1,800 residents, 60 ha of agricultural land and 30 km of roads. Partner: Directorate of Public Construction and Planning  Cuprija",Disaster Risk Reduction,Yes,0.988581836223602
2014005196,LEB UoTM Emg Resp Intitiat,LEB UOTM EMG RESP INTITIAT,"",Multi-hazard response preparedness,Yes,0.988565504550934
2012002362,Norwegian Red Cross. Frame agreement. Disaster Risk Reduction and Prep,NORWEGIAN RED CROSS. FRAME AGREEMENT. DISASTER RISK REDUCTION AND PREP,Three year cooperation agreement on Disaster Risk Reduction and Preparedness,Multi-hazard response preparedness,Yes,0.98853999376297
2017_TCP_0664,Enhanced capacities for integrating disaster risk reduction (DRR) in agriculture,ENHANCED CAPACITIES FOR INTEGRATING DISASTER RISK REDUCTION (DRR) IN AGRICULTURE,"To strengthen the institutional capacities of national authorities for the delivery of services and tools for DRR in agriculture in target areas, support the identification and dissemination of good practices for DRR for food and nutrition security among subsistence farming communities, and increase the integration of priority DRR for agriculture services and tools, documenting and disseminating these regionally.",Agricultural policy and administrative management,Yes,0.988520860671997
2017027489,"Inland Freight Cost of USAID Title II Development Program for Humanitarian Assistance: Capacity Building, Preparedness, and Planning","INLAND FREIGHT COST OF USAID TITLE II DEVELOPMENT PROGRAM FOR HUMANITARIAN ASSISTANCE: CAPACITY BUILDING, PREPAREDNESS, AND PLANNING","USAID Title II Development Program for Humanitarian Assistance: Capacity Building, Preparedness, and Planning through World Vision.",Food assistance,Yes,0.988476514816284
2016005684-3,Collaboration agreement between the City Council of Gijon and the Sahrawi People Association of Asturias for the development of programs.,COLLABORATION AGREEMENT BETWEEN THE CITY COUNCIL OF GIJON AND THE SAHRAWI PEOPLE ASSOCIATION OF ASTURIAS FOR THE DEVELOPMENT OF PROGRAMS.,"Título completo del proyecto: Convenio de colaboración entre Ayuntamiento de Gijon y la Asociación Asturiana con el Pueblo Saharaui para el desarrollo de programas destinados a paliar las necesidades más acuciantes de la población refugiada y otros proyectos de cooperación con vigencia para el año 2016 :: Organización y desarrollo de actividades dirigidas a incrementar la cobertura de las necesidades básicas de la población saharaui y por ello contribuir a la mejora de sus condiciones de vida en un contexto de crisis humanitaria persistente en el tiempo. Incluye ayuda alimentaria, apoyo al sistema de salud saharaui, vacaciones en paz, atención alimentaria a personas mayores del Aiun, apoyo a vivienda de acogida de refugiados saharauis. .",Material relief assistance and services,Yes,0.98845762014389
2017009272,"To Provide Livelihoods, Protection and Wpe Assistance for Sudanese Refugees in Ajuong Thok Camp, Unity State","TO PROVIDE LIVELIHOODS, PROTECTION AND WPE ASSISTANCE FOR SUDANESE REFUGEES IN AJUONG THOK CAMP, UNITY STATE","United States Population Migration and Refugee Assistance, Appropriation 1143. Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [International Rescue Committee]",Material relief assistance and services,Yes,0.988182365894318
2017000291,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000180,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000140,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000110,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000270,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000100,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000282,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000075,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000254,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000332,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000230,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000314,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000346,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000095,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000198,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000245,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000375,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000151,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000082,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000044,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000106,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000237,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000153,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000362,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000013,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000116,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000276,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000156,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000260,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000220,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000205,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000212,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000062,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000023,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000166,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000265,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000322,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000068,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000037,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017000358,Protracted Relief Ops,EMERGENCY FOOD ASSISTANCE,"",Emergency food assistance,Yes,0.988181233406067
2017008841,Mental Health and Medical Services for Refugees and Asylum Seekers From Burma Living in Malaysia,MENTAL HEALTH AND MEDICAL SERVICES FOR REFUGEES AND ASYLUM SEEKERS FROM BURMA LIVING IN MALAYSIA,"United States Population Migration and Refugee Assistance, Appropriation 1143. Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [Health Equity Initiative]",Material relief assistance and services,Yes,0.988153874874115
2017009036,Refugee Assistance Activities,REFUGEE ASSISTANCE ACTIVITIES,"United States Population Migration and Refugee Assistance, Appropriation 1143. Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [International Rescue Committee]",Material relief assistance and services,Yes,0.988137900829315
2016001251-1,"Emergency Humanitarian Aid for population affected by drought in Ofla district, Tigray, Ethiopia.","EMERGENCY HUMANITARIAN AID FOR POPULATION AFFECTED BY DROUGHT IN OFLA DISTRICT, TIGRAY, ETHIOPIA.","En 2015 Etiopia ha sufrido de la peor sequía registrada en los últimos 50 años. Sus consecuencias se harán sentir a lo largo de todo 2016. Las pérdidas de hasta el 70% de cosecha y la escasez de agua han agotado los recursos de una población que vive principalmente de la agricultura. Se estima que más de 10 millones de personas se encuentran en situación de inseguridad alimentaria en el país. El proyecto se desarrollará en la región de Tigray, distrito de Ofla, categorizado en esta emergencia como prioridad 1 por el Gobierno de Etíopía, y pretende aliviar el sufrimiento de los grupos más afectados, como el de la población infantil, mediante la provisión de alimentación escolar para 9.555 alumnos, la repoblación del ganado que se ha perdido para 500 mujeres que actúan como cabeza de familia y mediante la entrega de semillas a 1.512 familias para recuperar la independencia productiva y así superar la crisis.",Emergency food assistance,Yes,0.98808366060257
2009029111,Reimbursement from Centre for Humanitarian Dialogue,REIMBURSEMENT FROM CENTRE FOR HUMANITARIAN DIALOGUE,"Reimbursement, Core contribution to Centre for Humanitarian Dialogue 2009. The Centre for Humanitarian Dialogue is based in Geneva and gives support to various mediation efforts.","Civilian peace-building, conflict prevention and resolution",Yes,0.988040149211884
2017008992,"Psychosocial Assistance and Protection for Colombian Refugees in Ecuador, Venezuela, and Panama","PSYCHOSOCIAL ASSISTANCE AND PROTECTION FOR COLOMBIAN REFUGEES IN ECUADOR, VENEZUELA, AND PANAMA","United States Population Migration and Refugee Assistance, Appropriation 1143. Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [Hebrew Immigrant Aid Society]",Material relief assistance and services,Yes,0.988021373748779
2017008837,"Maximizing Access to Localized Resources for the Most Vulnerable Syrians and Turks in Antep, Turkey (Malumat)","MAXIMIZING ACCESS TO LOCALIZED RESOURCES FOR THE MOST VULNERABLE SYRIANS AND TURKS IN ANTEP, TURKEY (MALUMAT)","United States Population Migration and Refugee Assistance, Appropriation 1143. Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [Mercy Corps]",Material relief assistance and services,Yes,0.987991511821747
2015004498-2,Food and cleaning material of hospitals for Sahrawi refugee population,FOOD AND CLEANING MATERIAL OF HOSPITALS FOR SAHRAWI REFUGEE POPULATION,"&#34,ALIMENTOS Y MATERIAL DE LIMPIEZA DE HOSPITALES PARA LA POBLACIÓN REFUGIADA SAHARAUI :: Desde octubre de 2015 los campamentos que acogen a la población refugiada saharaui en la hammada de Tinduf, Argelia, vienen soportando lluvias torrenciales acompañadas por intensas rachas de viento. Esto ha causado grandes inundaciones en todos los campamentos, si bien han sido las wilayas de Auserd y Dajla las más afectadas hasta el momento, declarando la zona como catastrófica. La situación ha provocado cuantiosos daños  en las infraestructuras y edificios públicos, pero sobre todo en las viviendas familiares,  - tiendas de campaña y casas de adobe ?, muchas de las cuales se han venido abajo. Numerosas familias han perdido sus casas y todas sus pertenencias, incluyendo las pequeñas reservas de alimentos con las que contaban. Con la propuesta de actuación se pretende aliviar la situación de desprotección en la que han quedado muchas de las familias saharauis refugiadas.La ayuda se solicita para la provisión de ALIMENTOS Y MATERIAL DE LIMPEZA PARA HOSPITALES destinados a la población saharaui refugiada en los campamentos que se encuentra a la intemperie. La población beneficiaria serán unidades familiares que han perdido sus casas por causa de las inundaciones. OB.GENERAL: Mejorar la salud de la población refugiada con el envío de alimentos.OB.ESPECÍFICO: Dotar de alimentos y de material de limpieza para hospitales a la población refugiada saharaui.&#34,",Material relief assistance and services,Yes,0.98798942565918
2017590206,Centre de Perfectionnement aux Actions post-conflictuelles de Déminage et de Dépollution (CPADD - Bénin),CENTRE DE PERFECTIONNEMENT AUX ACTIONS POST-CONFLICTUELLES DE DÉMINAGE ET DE DÉPOLLUTION (CPADD - BÉNIN),Action dans le domaine du maintien de la paix et de la sécurité – frais de fonctionnement - Centre de Perfectionnement aux Actions post-conflictuelles de Déminage et de Dépollution (CPADD - Bénin),Removal of land mines and explosive remnants of war,Yes,0.987942755222321
2015000060-1,"Strengthening Spanish Red Cross&#39, capacity to respond to international emergencies.","STRENGTHENING SPANISH RED CROSS&#39, CAPACITY TO RESPOND TO INTERNATIONAL EMERGENCIES.","Reducir las consecuencias de los efectos provocados por los desastres mediante unidades de cuidados básicos de salud (atención básica ambulatoria, promoción y educación para la salud, vigilancia epidemiológica y nutricional, atención a partos y servicios preventivos).",Material relief assistance and services,Yes,0.987899720668793
2016002100-1,Emergency Aid for Syrian refugees in Bekaa Valley (Lebanon).,EMERGENCY AID FOR SYRIAN REFUGEES IN BEKAA VALLEY (LEBANON).,"El proyecto, de tres meses de duración, pretende reducir la incidencia de las enfermedades mentales entre la población siria refugiada en Líbano y la pobación libanesa residente en las comunidades de acogida, a través de una acción multidisciplinar basada en: PSICOTERAPIA: Consultas médicas (en la propia clínica y a domicilio, para aquellos beneficiarios a los que les sea imposible desplazarse) y psicoterapia en caso necesario.MEDICACIÓN PSICOTRÓPICA: El equipo de FPSC proporcionará medicación psicotrópica a aquellos pacientes a los que previamente se haya diagnosticado tal necesidad.INVESTIGACIÓN Y FORMACIÓN: Se desarrollará un Protocolo de Gestión de Crisis de Salud Mental para Trabajadores Humanitarios &#34,de 1ª línea&#34, y se impartirán sesiones/Talleres de Manejo de Crisis en Salud Mental.",Material relief assistance and services,Yes,0.9878910779953
2015005047,WFP-Secondment Logistics Capacity Development Programme Officer,WFP-SECONDMENT LOGISTICS CAPACITY DEVELOPMENT PROGRAMME OFFICER,"Asia and the Pacific is the world's most disaster-prone region. National Governments in the region are increasingly eager to take the lead in emergency response to natural disasters. In support of this objective, WFP aims at building emergency logistics capacities in at-risk states, and to support national and regional entities in preparing to conduct humanitarian logistics operations in an efficient and coordinated manner. The SDC secondment to the WFP Regional Office in Bangkok will support the development and implementation of an emergency logistics training program for governments and other partners.",Emergency food assistance,Yes,0.987884342670441
2015005047,WFP-Secondment Logistics Capacity Development Programme Officer,WFP-SECONDMENT LOGISTICS CAPACITY DEVELOPMENT PROGRAMME OFFICER,"Asia and the Pacific is the world's most disaster-prone region. National Governments in the region are increasingly eager to take the lead in emergency response to natural disasters. In support of this objective, WFP aims at building emergency logistics capacities in at-risk states, and to support national and regional entities in preparing to conduct humanitarian logistics operations in an efficient and coordinated manner. The SDC secondment to the WFP Regional Office in Bangkok will support the development and implementation of an emergency logistics training program for governments and other partners.",Multi-hazard response preparedness,Yes,0.987884342670441
2017009168,Strengthening Repatriation and Reintegration Through Information and Conflict Transformation,STRENGTHENING REPATRIATION AND REINTEGRATION THROUGH INFORMATION AND CONFLICT TRANSFORMATION,"United States Population Migration and Refugee Assistance, Appropriation 1143. Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [Search for Common Ground]",Material relief assistance and services,Yes,0.987868964672089
