crs_id,project_title,short_description,long_description,purpose_name,PAF determination,PAF confidence ML
2018200915,"Food Security and Empowerment of Women in Cox's Bazar, Bangladesh/Sécurité alimentaire et renforcement du pouvoir des femmes à Cox's Bazar, Bangladesh","FOOD SECURITY AND EMPOWERMENT OF WOMEN IN COX'S BAZAR, BANGLADESH/SÉCURITÉ ALIMENTAIRE ET RENFORCEMENT DU POUVOIR DES FEMMES À COX'S BAZAR, BANGLADESH","This project focuses on increasing the financial security and resilience of the host communities affected by the Rohingya refugee influx in Cox's Bazar in Bangladesh with a particular focus on ultra-poor women and children. This project has two components designed to address the immediate and underlying causes of the prevailing food insecurity and malnutrition in this region.Component one focuses on improving food security, women's empowerment and livelihoods, benefiting 12,500ultra-poor host community women and their families. Project activities include the provision of:  training in technical skills for income generation, a small cash subsistence allowance to improve food consumption and dietary diversity and to cover essential household consumption needs, a business start-up fund, life skills training, and social and behaviour change communication on topics such as child marriage, gender discrimination, gender-based violence, disaster risk reduction, nutrition, child and maternal care, and personal hygiene.Component two focuses on improving nutrition, benefiting 7,500 children under the age of five and 2,500 pregnant and lactating women. Project activities include the provision of:  supplementary food assistance, and social and behaviour change communication on topics such as feeding practices, child and maternal health and hygiene. / Ce projet vise à accroître la sécurité financière et la résilience des communautés d'accueil touchées par l'afflux de réfugiés rohingyas à Cox's Bazar, au Bangladesh, en accordant une attention particulière aux femmes et aux enfants très pauvres.   Ce projet comporte deux volets conçus pour s'attaquer aux causes immédiates et sous-jacentes de l'insécurité alimentaire et de la malnutrition qui prévalent dans cette région.Le premier volet est axé sur l'amélioration de la sécurité alimentaire, le renforcement du pouvoir des femmes et les moyens de subsistance, au bénéfice de 12 500 femmes de communautés d'accueil très pauvres et de leurs familles. Les activités du projet comprennent : une formation en compétences techniques en vue de générer des revenus, une petite allocation de subsistance en espèces pour améliorer la consommation alimentaire et la diversité alimentaire ainsi que couvrir les besoins essentiels de consommation des ménages, un fonds de création d'entreprise, une formation aux compétences nécessaires dans la vie courante, et une communication sociale qui vise un changement de comportement sur des sujets tels que le mariage des enfants, la discrimination sexuelle, la violence sexiste, la réduction des risques de catastrophe, la nutrition, les soins aux enfants et à la mère, et l'hygiène personnelle.Le deuxième volet est axé sur l'amélioration de la nutrition, au bénéfice de 7 500 enfants de moins de cinq ans et de 2 500 femmes enceintes et allaitantes. Les activités du projet comprennent la fourniture d'une aide alimentaire supplémentaire et une communication sociale qui vise un changement de comportement sur des sujets tels que les pratiques alimentaires, la santé maternelle et infantile, et l'hygiène.",Health education,Review,0.0434189885854721
2018200915,"Food Security and Empowerment of Women in Cox's Bazar, Bangladesh/Sécurité alimentaire et renforcement du pouvoir des femmes à Cox's Bazar, Bangladesh","FOOD SECURITY AND EMPOWERMENT OF WOMEN IN COX'S BAZAR, BANGLADESH/SÉCURITÉ ALIMENTAIRE ET RENFORCEMENT DU POUVOIR DES FEMMES À COX'S BAZAR, BANGLADESH","This project focuses on increasing the financial security and resilience of the host communities affected by the Rohingya refugee influx in Cox's Bazar in Bangladesh with a particular focus on ultra-poor women and children. This project has two components designed to address the immediate and underlying causes of the prevailing food insecurity and malnutrition in this region.Component one focuses on improving food security, women's empowerment and livelihoods, benefiting 12,500ultra-poor host community women and their families. Project activities include the provision of:  training in technical skills for income generation, a small cash subsistence allowance to improve food consumption and dietary diversity and to cover essential household consumption needs, a business start-up fund, life skills training, and social and behaviour change communication on topics such as child marriage, gender discrimination, gender-based violence, disaster risk reduction, nutrition, child and maternal care, and personal hygiene.Component two focuses on improving nutrition, benefiting 7,500 children under the age of five and 2,500 pregnant and lactating women. Project activities include the provision of:  supplementary food assistance, and social and behaviour change communication on topics such as feeding practices, child and maternal health and hygiene. / Ce projet vise à accroître la sécurité financière et la résilience des communautés d'accueil touchées par l'afflux de réfugiés rohingyas à Cox's Bazar, au Bangladesh, en accordant une attention particulière aux femmes et aux enfants très pauvres.   Ce projet comporte deux volets conçus pour s'attaquer aux causes immédiates et sous-jacentes de l'insécurité alimentaire et de la malnutrition qui prévalent dans cette région.Le premier volet est axé sur l'amélioration de la sécurité alimentaire, le renforcement du pouvoir des femmes et les moyens de subsistance, au bénéfice de 12 500 femmes de communautés d'accueil très pauvres et de leurs familles. Les activités du projet comprennent : une formation en compétences techniques en vue de générer des revenus, une petite allocation de subsistance en espèces pour améliorer la consommation alimentaire et la diversité alimentaire ainsi que couvrir les besoins essentiels de consommation des ménages, un fonds de création d'entreprise, une formation aux compétences nécessaires dans la vie courante, et une communication sociale qui vise un changement de comportement sur des sujets tels que le mariage des enfants, la discrimination sexuelle, la violence sexiste, la réduction des risques de catastrophe, la nutrition, les soins aux enfants et à la mère, et l'hygiène personnelle.Le deuxième volet est axé sur l'amélioration de la nutrition, au bénéfice de 7 500 enfants de moins de cinq ans et de 2 500 femmes enceintes et allaitantes. Les activités du projet comprennent la fourniture d'une aide alimentaire supplémentaire et une communication sociale qui vise un changement de comportement sur des sujets tels que les pratiques alimentaires, la santé maternelle et infantile, et l'hygiène.",Ending violence against women and girls,Review,0.0434189885854721
2018200915,"Food Security and Empowerment of Women in Cox's Bazar, Bangladesh/Sécurité alimentaire et renforcement du pouvoir des femmes à Cox's Bazar, Bangladesh","FOOD SECURITY AND EMPOWERMENT OF WOMEN IN COX'S BAZAR, BANGLADESH/SÉCURITÉ ALIMENTAIRE ET RENFORCEMENT DU POUVOIR DES FEMMES À COX'S BAZAR, BANGLADESH","This project focuses on increasing the financial security and resilience of the host communities affected by the Rohingya refugee influx in Cox's Bazar in Bangladesh with a particular focus on ultra-poor women and children. This project has two components designed to address the immediate and underlying causes of the prevailing food insecurity and malnutrition in this region.Component one focuses on improving food security, women's empowerment and livelihoods, benefiting 12,500ultra-poor host community women and their families. Project activities include the provision of:  training in technical skills for income generation, a small cash subsistence allowance to improve food consumption and dietary diversity and to cover essential household consumption needs, a business start-up fund, life skills training, and social and behaviour change communication on topics such as child marriage, gender discrimination, gender-based violence, disaster risk reduction, nutrition, child and maternal care, and personal hygiene.Component two focuses on improving nutrition, benefiting 7,500 children under the age of five and 2,500 pregnant and lactating women. Project activities include the provision of:  supplementary food assistance, and social and behaviour change communication on topics such as feeding practices, child and maternal health and hygiene. / Ce projet vise à accroître la sécurité financière et la résilience des communautés d'accueil touchées par l'afflux de réfugiés rohingyas à Cox's Bazar, au Bangladesh, en accordant une attention particulière aux femmes et aux enfants très pauvres.   Ce projet comporte deux volets conçus pour s'attaquer aux causes immédiates et sous-jacentes de l'insécurité alimentaire et de la malnutrition qui prévalent dans cette région.Le premier volet est axé sur l'amélioration de la sécurité alimentaire, le renforcement du pouvoir des femmes et les moyens de subsistance, au bénéfice de 12 500 femmes de communautés d'accueil très pauvres et de leurs familles. Les activités du projet comprennent : une formation en compétences techniques en vue de générer des revenus, une petite allocation de subsistance en espèces pour améliorer la consommation alimentaire et la diversité alimentaire ainsi que couvrir les besoins essentiels de consommation des ménages, un fonds de création d'entreprise, une formation aux compétences nécessaires dans la vie courante, et une communication sociale qui vise un changement de comportement sur des sujets tels que le mariage des enfants, la discrimination sexuelle, la violence sexiste, la réduction des risques de catastrophe, la nutrition, les soins aux enfants et à la mère, et l'hygiène personnelle.Le deuxième volet est axé sur l'amélioration de la nutrition, au bénéfice de 7 500 enfants de moins de cinq ans et de 2 500 femmes enceintes et allaitantes. Les activités du projet comprennent la fourniture d'une aide alimentaire supplémentaire et une communication sociale qui vise un changement de comportement sur des sujets tels que les pratiques alimentaires, la santé maternelle et infantile, et l'hygiène.",Business policy and administration,Review,0.0434189885854721
2017061310A,UNDP Zimbabwe Resilience Building Fund 2017 - 2021,UNDP ZIMBABWE RESILIENCE BUILDING FUND 2017 - 2021,"The ZRBF aims to increase the resilience of households and communities in Zimbabwe experiencing poverty and extreme poverty and food insecurity, primarily at the rural level, with a strong focus of gender equality and the integration of women and youths in the programme. Additionally, the programme will aim to target a minimum of 800 000 individuals and communities particularly vulnerable to the impacts of climatic change. It must be noted that the ZRBF, with gender equality at the heart of its programming will aim to target a minimum of 400 000 women in its programming.The expected results for the ZRBF, with the funding available as per 2015, is to enhance food security and livelihood diversification strategies of targeted communities that increase resilience to recurrent stresses/shocks. More specifically the ZRBF is expected to: • Increase effective evidence based institutional, legislative and policy frameworks in place at national and sub-national levels for resilience • Increase the absorptive, adaptive and transformative capacities to face shocks and the effects of climate change for approximately 800,000 people in vulnerable communities frequently exposed to multiple hazards in a total of estimated 20 of Zimbabwe's 59 rural districts. • Improved protection of household and community assets and decrease in annual economic losses due to effects of hazards and climate change • A crisis modifier that can provide early warning and early action to reduce the impact of climate induced shocks in place for the Fund. (With the new planned budget allocation, a substantial increase in the target number of beneficiaries is estimated. While it is planned that 10-25% of programmable funds will be allocated to this result area, final beneficiaries number will be subject to further needs assessment and also based on the nature of the shocks/crises and scope of the planned response.)",Rural development,Review,0.0198608189821243
2014000310028,DINAMICA II Initiative - Seed Capital Risk Financing,DINAMICA II INITIATIVE - SEED CAPITAL RISK FINANCING,"The proposed contribution with LAIF funds will finance the Seed Capital Risk Financing component (in the following called Component), which is part of the DINAMICA Initiative (in the following called Initiative). This proposal provides an innovation and extension of the Initiative as it includes for the first time the Seed Risk Capital Financing  a vital component in order to promote new and innovative startups. Additionally the component includes a continuation of the Initiative's technical",Business policy and administration,Review,0.0169447269290686
2017200408,Caribbean Disaster Risk Management Program - Knowledge Sharing/Programme de gestion des risques liés aux catastrophes dans les Caraïbes - Partage de connaissances,CARIBBEAN DISASTER RISK MANAGEMENT PROGRAM - KNOWLEDGE SHARING/PROGRAMME DE GESTION DES RISQUES LIÉS AUX CATASTROPHES DANS LES CARAÏBES - PARTAGE DE C,"This project is a component of the Caribbean Disaster Risk Management Program, which seeks to increase the capacity of national governments and local communities in the Caribbean to respond to and manage natural disasters such as hurricanes and floods and to reduce their impact on the people of the region.Specifically, this project seeks to generate, manage and share knowledge of comprehensive disaster management to inform the decision-making of governments, local communities and the private sector in the Caribbean. To do this, the project establishes an effective and collaborative mechanism for managing and sharing knowledge on comprehensive disaster management.Key activities include: (1) developing case studies on successful disaster risk reduction practices, (2) establishing a database of disaster events in the Caribbean, (3) organizing staff and student exchanges, and (4) developing online courses on comprehensive disaster management for business and the private sector.This project is part of Canada's commitment to climate change action in developing countries.It is implemented by the Disaster Risk Reduction Centre of the Institute for Sustainable Development at the University of West Indies. / Ce projet est l'un des volets d'un Programme de gestion des risques liés aux catastrophes dans les Caraïbes, qui vise à améliorer la capacité des gouvernements nationaux et des collectivités locales à intervenir lorsque surviennent des catastrophes naturelles, comme les ouragans et les inondations, à gérer ces catastrophes et à en réduire les répercussions sur les habitants de la région.En particulier, ce projet vise à générer, à gérer et à diffuser des connaissances au sujet de la gestion globale des catastrophes en vue d'éclairer la prise de décision des gouvernements, des collectivités locales et du secteur privé dans les Caraïbes. Pour ce faire, le Centre de réduction des risques de catastrophes de l'Institut international du développement durable (University of West Indies) cherche à mettre en place un mécanisme de collaboration qui permettrait efficacement de gérer et de diffuser les connaissances en la matière.Les principales activités comprennent : 1) réalisation d'études de cas sur les pratiques éprouvées au chapitre de la réduction des risques de catastrophe, 2) création d'une base de données sur les catastrophes dans les Caraïbes, 3) organisation d'échanges de professeurs et d'étudiants, 4) mise au point de cours en ligne sur la gestion globale des catastrophes pour les entreprises et le secteur privé.",Multi-hazard response preparedness,Review,0.0151508441194892
2017200408,Caribbean Disaster Risk Management Program - Knowledge Sharing/Programme de gestion des risques liés aux catastrophes dans les Caraïbes - Partage de connaissances,CARIBBEAN DISASTER RISK MANAGEMENT PROGRAM - KNOWLEDGE SHARING/PROGRAMME DE GESTION DES RISQUES LIÉS AUX CATASTROPHES DANS LES CARAÏBES - PARTAGE DE C,"This project is a component of the Caribbean Disaster Risk Management Program, which seeks to increase the capacity of national governments and local communities in the Caribbean to respond to and manage natural disasters such as hurricanes and floods and to reduce their impact on the people of the region.Specifically, this project seeks to generate, manage and share knowledge of comprehensive disaster management to inform the decision-making of governments, local communities and the private sector in the Caribbean. To do this, the project establishes an effective and collaborative mechanism for managing and sharing knowledge on comprehensive disaster management.Key activities include: (1) developing case studies on successful disaster risk reduction practices, (2) establishing a database of disaster events in the Caribbean, (3) organizing staff and student exchanges, and (4) developing online courses on comprehensive disaster management for business and the private sector.This project is part of Canada's commitment to climate change action in developing countries.It is implemented by the Disaster Risk Reduction Centre of the Institute for Sustainable Development at the University of West Indies. / Ce projet est l'un des volets d'un Programme de gestion des risques liés aux catastrophes dans les Caraïbes, qui vise à améliorer la capacité des gouvernements nationaux et des collectivités locales à intervenir lorsque surviennent des catastrophes naturelles, comme les ouragans et les inondations, à gérer ces catastrophes et à en réduire les répercussions sur les habitants de la région.En particulier, ce projet vise à générer, à gérer et à diffuser des connaissances au sujet de la gestion globale des catastrophes en vue d'éclairer la prise de décision des gouvernements, des collectivités locales et du secteur privé dans les Caraïbes. Pour ce faire, le Centre de réduction des risques de catastrophes de l'Institut international du développement durable (University of West Indies) cherche à mettre en place un mécanisme de collaboration qui permettrait efficacement de gérer et de diffuser les connaissances en la matière.Les principales activités comprennent : 1) réalisation d'études de cas sur les pratiques éprouvées au chapitre de la réduction des risques de catastrophe, 2) création d'une base de données sur les catastrophes dans les Caraïbes, 3) organisation d'échanges de professeurs et d'étudiants, 4) mise au point de cours en ligne sur la gestion globale des catastrophes pour les entreprises et le secteur privé.",Environmental education/training,Review,0.0151508441194892
2017201574,Enhancing Community Security and Access to Justice in Lebanese Host Communities/Améliorer la sécurité communautaire et l'accès à la justice dans les communautés d'accueil au Liban,ENHANCING COMMUNITY SECURITY AND ACCESS TO JUSTICE IN LEBANESE HOST COMMUNITIES/AMÉLIORER LA SÉCURITÉ COMMUNAUTAIRE ET L'ACCÈS À LA JUSTICE DANS LES C,"This project aims to help Lebanese authorities provide basic security and justice services in host communities. Lebanese municipalities are the primary line of response to the Syrian refugee crisis despite being very under-resourced to provide the services they are expected to deliver. In host communities, many people rely on informal mechanisms to resolve conflict, and those with little social capital, such as women, youth, and refugees may avoid claiming their rights altogether, leaving grievances unaddressed.Project activities include: (1) strengthening the municipal police force, (2) developing an early warning and early response mechanism to monitor and respond to tensions in host communities, and (3) providing legal aid to vulnerable people, especially women. The project also promotes measures to increase the number of female municipal police officers and sensitize both the judicial and municipal police to issues of violence against women. / Ce projet vise à aider les autorités libanaises à fournir des services de sécurité et de justice de base dans les collectivités d'accueil. Les municipalités libanaises sont la principale ligne de réponse à la crise des réfugiés syriens, malgré le fait qu'elles manquent de ressources pour fournir les services qu'ils devraient fournir. Dans les collectivités d'accueil, de nombreuses personnes comptent sur des mécanismes informels pour résoudre des conflits, et ceux qui ont peu de capital social, comme les femmes, les jeunes et les réfugiés, renoncent souvent à réclamer faire valoir leurs droits, ce qui laisse leurs griefs non résolus.Les activités du projet comprennent les suivantes : 1) le renforcement des forces de police municipales, 2) la mise en place d'un mécanisme d'alerte et de réponse précoces pour surveiller les tensions dans les collectivités d'accueil et y remédier, 3) de l'aide juridique pour les personnes vulnérables, en particulier pour les femmes. Le projet favorise également des mesures visant à accroître le nombre de femmes au sein des forces de police municipales et à sensibiliser à la fois la police judiciaire et municipale aux problèmes de violence envers les femmes.","Civilian peace-building, conflict prevention and resolution",Review,0.0141801219433546
2019000013,Adaptation Initiative for Climate Vulnerable Offshore Small Islands and Riverine Charland in Bangladesh,ADAPTATION INITIATIVE FOR CLIMATE VULNERABLE OFFSHORE SMALL ISLANDS AND RIVERINE CHARLAND IN BANGLADESH,"The main objective of the project is to enhance the climate resilience of vulnerable communities who live on coastal islands and riverine chars in Bangladesh. The project will achieve this through enhanced resilience of households through climate resilient housing, renewable sources of electrification and the provisioning of safe drinking water, increased community resilience through climate risk mapping, cyclone and flood preparedness, improved income and food security by  introducing locally appropriate climate-resilient livelihoods practices and enhanced knowledge and capacity of communities, government and policymakers.",Disaster Risk Reduction,Review,0.0110009666532278
2019200634,South Sudan - Common Humanitarian Fund - UNDP 2019/Soudan du Sud - Fonds humanitaire commun - PNUD 2019,SOUTH SUDAN - COMMON HUMANITARIAN FUND - UNDP 2019/SOUDAN DU SUD - FONDS HUMANITAIRE COMMUN - PNUD 2019,"March 2019 - An estimated 7.1 million people across South Sudan are in need of humanitarian assistance and protection across the country as a result of armed conflict, food insecurity, malnutrition, economic decline and disease. Approximately 1.9 million people are internally displaced within South Sudan and almost 2.3 million South Sudanese have sought protection in neighbouring countries. An estimated 6.2 million people are currently severely food insecure, with malnutrition rates over emergency thresholds. Outbreaks of communicable diseases have strained an already overwhelmed health system. Humanitarian access remains restricted in many areas and large numbers of people are accessible only by air drops.With GAC's support, the South Sudan Common Humanitarian Fund is providing timely allocations to national and international NGOs and United Nations agencies to meet critical humanitarian needs of people throughout the country. The Fund is managed by the United Nations Development Program (UNDP) Multi-Partner Trust Fund Office. Support to the Fund is helping to achieve its objectives, including: (1) promoting early action and response to reduce loss of life, (2) enhancing response to time-critical humanitarian requirements, and (3) strengthening core elements of humanitarian response in underfunded crises. / En mars 2019, on estime que 7,1 millions de personnes dans le Soudan du Sud ont besoin d'aide humanitaire et de protection dans tout le pays en raison du conflit armé, de l'insécurité alimentaire, de la malnutrition, du déclin économique et des maladies. Environ 1,9 million de personnes sont déplacées à l'intérieur du Soudan du Sud et près de 2,3 millions de Soudanais du Sud ont cherché refuge dans les pays voisins. On estime que 6,2 millions de personnes souffrent actuellement d'une grave insécurité alimentaire et que les taux de malnutrition dépassent les seuils d'urgence. Les épidémies de maladies transmissibles ont mis à rude épreuve un système de santé déjà débordé. L'accès humanitaire reste limité dans de nombreuses régions et un grand nombre de personnes ne sont accessibles que par largage.Avec l'aide d'AMC, le Fonds humanitaire commun pour le Soudan du Sud fournit des allocations en temps opportun aux organisations non-gouvernementales (ONG) nationales et internationales ainsi qu'aux agences des Nations Unies pour aborder certains des besoins humanitaires les plus criants en Sudan du Sud. Le Fonds est géré par le Bureau du Fonds d'affectation spéciale multipartenaires du Programme des Nations Unies pour le développement (PNUD). L'appui au Fonds contribue à la réalisation de ses objectifs, notamment : 1) promouvoir une action et une réponse rapides pour réduire les pertes en vies humaines , 2) améliorer la réponse aux besoins humanitaires urgents , 3) renforcer les éléments essentiels de la réponse humanitaire dans les crises sous-financées.",Material relief assistance and services,Review,0.00585703924298286
2019200634,South Sudan - Common Humanitarian Fund - UNDP 2019/Soudan du Sud - Fonds humanitaire commun - PNUD 2019,SOUTH SUDAN - COMMON HUMANITARIAN FUND - UNDP 2019/SOUDAN DU SUD - FONDS HUMANITAIRE COMMUN - PNUD 2019,"March 2019 - An estimated 7.1 million people across South Sudan are in need of humanitarian assistance and protection across the country as a result of armed conflict, food insecurity, malnutrition, economic decline and disease. Approximately 1.9 million people are internally displaced within South Sudan and almost 2.3 million South Sudanese have sought protection in neighbouring countries. An estimated 6.2 million people are currently severely food insecure, with malnutrition rates over emergency thresholds. Outbreaks of communicable diseases have strained an already overwhelmed health system. Humanitarian access remains restricted in many areas and large numbers of people are accessible only by air drops.With GAC's support, the South Sudan Common Humanitarian Fund is providing timely allocations to national and international NGOs and United Nations agencies to meet critical humanitarian needs of people throughout the country. The Fund is managed by the United Nations Development Program (UNDP) Multi-Partner Trust Fund Office. Support to the Fund is helping to achieve its objectives, including: (1) promoting early action and response to reduce loss of life, (2) enhancing response to time-critical humanitarian requirements, and (3) strengthening core elements of humanitarian response in underfunded crises. / En mars 2019, on estime que 7,1 millions de personnes dans le Soudan du Sud ont besoin d'aide humanitaire et de protection dans tout le pays en raison du conflit armé, de l'insécurité alimentaire, de la malnutrition, du déclin économique et des maladies. Environ 1,9 million de personnes sont déplacées à l'intérieur du Soudan du Sud et près de 2,3 millions de Soudanais du Sud ont cherché refuge dans les pays voisins. On estime que 6,2 millions de personnes souffrent actuellement d'une grave insécurité alimentaire et que les taux de malnutrition dépassent les seuils d'urgence. Les épidémies de maladies transmissibles ont mis à rude épreuve un système de santé déjà débordé. L'accès humanitaire reste limité dans de nombreuses régions et un grand nombre de personnes ne sont accessibles que par largage.Avec l'aide d'AMC, le Fonds humanitaire commun pour le Soudan du Sud fournit des allocations en temps opportun aux organisations non-gouvernementales (ONG) nationales et internationales ainsi qu'aux agences des Nations Unies pour aborder certains des besoins humanitaires les plus criants en Sudan du Sud. Le Fonds est géré par le Bureau du Fonds d'affectation spéciale multipartenaires du Programme des Nations Unies pour le développement (PNUD). L'appui au Fonds contribue à la réalisation de ses objectifs, notamment : 1) promouvoir une action et une réponse rapides pour réduire les pertes en vies humaines , 2) améliorer la réponse aux besoins humanitaires urgents , 3) renforcer les éléments essentiels de la réponse humanitaire dans les crises sous-financées.",Material relief assistance and services,Review,0.00585703924298286
2019000171,TC Gita Post Disaster Recovery,TC GITA POST DISASTER RECOVERY,1. Facilitate South-South cooperation engagement to Tonga from Fiji and Solomon Islands. 2. Support development of  Disaster Recovery Framework (DRF) to guide long-term recovery and rehabilitation work.,Multi-hazard response preparedness,Review,0.00421054661273956
2016137372,Climate Insurance Fund IV - Trust Funds,CLIMATE INSURANCE FUND IV - TRUST FUNDS,Climate Insurance Fund IV - Trust Funds,Formal sector financial intermediaries,Review,0.00336477463133633
2016031265,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,Trade facilitation,Review,0.00329776084981859
2016031264,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,Business policy and administration,Review,0.00329776084981859
2016031269,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,Education policy and administrative management,Review,0.00329776084981859
2016031267,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,Upper Secondary Education (modified and includes data from 11322),Review,0.00329776084981859
2016031266,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,Higher education,Review,0.00329776084981859
2016031268,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,Education facilities and training,Review,0.00329776084981859
2019190112,SWV Enhancing Disaster Preparedness,SWV ENHANCING DISASTER PREPAREDNESS,In Zimbabwe Mbire and Muzarabani districts represent the extremes of proneness to natural hazards induced by climate change chief among them floods and drought. Disaster Preparedness has largely gone unaddressed as organizations battle to respond to active emergencies. . The high exposure of the communities to recurrent disasters and the lack of investment in preparedness only creates the need for large-scale responses to emergencies in the short to medium term. This Action focuses on four critical identified gaps: institutional capacity for enhanced effectiveness in DRM community capacity for early response and livelihoods resilience advocacy for strategic partnerships and cash preparedness.  The Action will be carried out in direct collaboration with the Department of Civil Protection and the communities of 10 wards by empowering and capacitating households through DRR in Education as well as training for drought and flood resilient agriculture. The number of the direct benefiters is 31 696 (54 % women 46 % of men) and of which estimated 5% are disabled. The total budget of the project is 777 778 euros of which the share of the World Vision Finland is 58 333 euros.,Multi-hazard response preparedness,Review,0.00222693546675146
2007010537,OECS-CATASTROPHE INSURANCE,OECS-CATASTROPHE INSURANCE,OECS-CATASTROPHE INSURANCE,Multi-hazard response preparedness,Review,0.00220882287248969
2007010539,OECS-CATASTROPHE INSURANCE,OECS-CATASTROPHE INSURANCE,OECS-CATASTROPHE INSURANCE,Multi-hazard response preparedness,Review,0.00220882287248969
2007010538,OECS-Catastrophe Insurance,OECS-CATASTROPHE INSURANCE,OECS-Catastrophe Insurance,Multi-hazard response preparedness,Review,0.00220882287248969
2007010540,OECS-Catastrophe Insurance,OECS-CATASTROPHE INSURANCE,OECS-Catastrophe Insurance,Multi-hazard response preparedness,Review,0.00220882287248969
2014134691,Climate Insurance Fund II (Trust Funds),CLIMATE INSURANCE FUND II (TRUST FUNDS),Climate Insurance Fund II (Trust Funds),Formal sector financial intermediaries,Review,0.00219290424138308
2019001997,Climate Risk Finance for Susta,CLIMATE RISK FINANCE FOR SUSTA,The full pledge document is at formulation stage and approval Climate Risk Finance for Sustainable & Climate Resilient,Environmental policy and administrative management,Review,0.00216960511170328
2019060346A,FAO 2019-2021 Early Warning Tools for Resilience Building in IGAD Region - FAO 2019-2021 Early Warning Tools for Resilience Building,FAO 2019-2021 EARLY WARNING TOOLS FOR RESILIENCE BUILDING IN IGAD REGION - FAO 2019-2021 EARLY WARNING TOOLS FOR RESILIENCE BUILDING,"The overall purpose of this project is to contribute to saving lives through saving livelihoods, alleviating human suffering (without adding burden to either men or women) and paving the way for evidence-based humanitarian early and long-term development actions in the East Africa region.The project has the following expected outcomes:1. Mitigating impacts of natural shocks to pastoral and agro-pastoral men and women through the deployment of early warning tools that take into account the realities, needs, priorities of women and men in the region.2.  Harmonized early warning systems identified to inform effective early action programsThe project will be implemented by FAO's Resilience Team for Eastern Africa in collaboration with AgriTechTalk International, Texas A&M University, the Intergovernmental Authority on Development and its member countries. Focus countries of the project will be Kenya, Somalia, and Uganda.The total cost the project is SEK 35 000 000 and will be implemented over a period of two years (Dec 2019 – Nov 2021)",Multi-hazard response preparedness,Review,0.00201470078900456
2019001286009,Enhancing disaster preparedness for effective early action and response in Lower Athi and Lower Tana River Basins as well as responding to rapid onse,ENHANCING DISASTER PREPAREDNESS FOR EFFECTIVE EARLY ACTION AND RESPONSE IN LOWER ATHI AND LOWER TANA RIVER BASINS AS WELL AS RESPONDING TO RAPID ONSE,Enhancing disaster preparedness for effective early action and response in Lower Athi and Lower Tana River Basins as well as responding to rapid onset emergencies in Kenya.,Multi-hazard response preparedness,Review,0.0011294037103653
2017000749,Crisis Modifier: emergency response and crisis preparedness in Burundi and Rwanda,CRISIS MODIFIER: EMERGENCY RESPONSE AND CRISIS PREPAREDNESS IN BURUNDI AND RWANDA,"To provide humanitarian assistance to Burundi over 2017, 2018 and 2019 through projects with UN and INGOs.",Emergency food assistance,Review,0.00111439463216811
